,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Jaccard_coefficient,Adamic_adar_index,Cn_soundarajan_hopcroft,Ra_index_soundarajan_hopcroft,Label
10438,45,493,0,1,14.19565217,1.321862348,0.001828154,0.09086604,1,0,0
10439,46,1425,0,1,171.4680851,5.651472651,0.000672495,0.089055154,1,0,0
10440,69,921,0,16,236.6857143,17.96963124,0.017418033,1.554086827,34,0.000655336,0
10441,1,238,0,0,6,0.050209205,0,0,0,0,0
10442,2,80,0,0,4.333333333,0.160493827,0,0,0,0,0
10443,156,2162,0,2,85.33121019,6.193712436,0.001663202,0.350255797,4,0,0
10444,255,1215,0,9,55.49609375,11.68338816,0.006060606,0.88312011,9,0,0
10445,15,2556,0,2,219.3125,1.372311302,0.000775494,0.208043231,2,0,0
10446,2,2001,0,0,52,0.077922078,0,0,0,0,0
10447,2,681,0,1,122.6666667,0.539589443,0.002919708,0.155484879,2,0,0
10448,112,866,0,0,30.30088496,3.949250288,0.000992063,0.086732718,1,0,0
10449,14,9419,0,1,186.2666667,0.296602972,0.000105407,0.073830359,1,0,0
10450,1,699,0,0,13.5,0.038571429,0,0,0,0,0
10451,41,195,0,5,17.33333333,3.714285714,0.018939394,0.545842257,7,0.000299002,0
10452,56,447,0,6,51.56140351,6.560267857,0.013916501,0.601981026,7,0,0
10453,9,5823,0,0,605.9,1.040350275,0,0,0,0,0
10454,26,312,0,2,12.88888889,1.111821086,0.005934718,0.185503278,2,0,0
10455,47,1461,17,11,146.9166667,4.823529412,0.012565445,3.269200711,46,0.049359141,0
10456,70,9317,0,5,1798.084507,13.70079416,0.000531915,0.475587045,9,0.000206954,0
10457,4,4396,0,0,1.4,0.001591995,0,0,0,0,0
10458,2,14467,0,2,1679,0.348147636,0.000138179,0.16167759,2,0,0
10459,35,957,0,1,31.86111111,1.197286013,0.001992032,0.181508392,2,0,0
10460,1,4425,0,0,16.5,0.007455942,0,0,0,0,0
10461,10,1007,0,2,67.63636364,0.738095238,0.001870907,0.177296426,2,0,0
10462,37,2024,0,1,93.86842105,1.761481481,0.000468823,0.124481317,1,0,0
10463,76,4222,0,7,829.4415584,15.12360881,0.001860898,0.702975243,8,0,0
10464,1,7800,0,0,559.5,0.143443148,0,0,0,0,0
10465,1,107,0,0,6,0.111111111,0,0,0,0,0
10466,3,1276,0,1,131.5,0.411902897,0.000769231,0.077516816,1,0,0
10467,2,3348,0,0,294.3333333,0.263660794,0,0,0,0,0
10468,16,3792,0,3,336.8235294,1.50962299,0.000783085,0.269051746,3,0,0
10469,5,6280,0,0,702,0.670593854,0.000316156,0.193185021,2,0,0
10470,11,89,0,0,3.666666667,0.488888889,0,0,0,0,0
10471,2,4396,0,0,34.33333333,0.023425063,0,0,0,0,0
10472,53,3125,0,20,821.1481481,14.18490083,0.006935687,2.025598397,39,0.00039831,0
10473,5,1290,0,1,451.1666667,2.096824167,0.000753012,0.084493733,1,0,0
10474,69,2245,0,0,32.12857143,1.001335708,0.000863185,0.169165858,2,0,0
10475,9,2550,0,0,88,0.34496276,0,0,0,0,0
10476,1,5083,0,0,223,0.0877262,0,0,0,0,0
10477,583,506,0,18,23.81678082,27.43392505,0.017690875,1.791557751,19,0,0
10478,6,1527,0,2,254.4285714,1.165575916,0.00129199,0.170417149,2,0,0
10479,10,445,0,0,33.63636364,0.829596413,0.001824818,0.084493733,1,0,0
10480,14,2442,0,8,695.4666667,4.27015964,0.003208985,0.741456539,8,0,0
10481,4,203,0,0,1.6,0.039215686,0,0,0,0,0
10482,17,458,0,0,22.77777778,0.893246187,0,0,0,0,0
10483,56,12712,0,21,2011.894737,9.020530166,0.001705823,2.050802884,43,0.000429831,0
10484,50,1322,0,3,66.41176471,2.560090703,0.00286123,0.348879711,4,0,0
10485,37,641,0,1,40.60526316,2.403426791,0.002773925,0.184577359,2,0,0
10486,46,2711,0,0,203.0425532,3.51880531,0,0,0,0,0
10487,3,1527,0,0,59.25,0.155104712,0,0,0,0,0
10488,132,1892,0,17,175.2255639,12.31114633,0.009960159,1.883859231,20,0,0
10489,2,808,0,0,11.66666667,0.043263288,0,0,0,0,0
10490,34,4171,0,1,14.74285714,0.123681687,0.000237361,0.095674287,1,0,0
10491,52,218,0,3,22.62264151,5.474885845,0.010714286,0.251842577,3,0,0
10492,82,1215,0,6,104.1084337,7.106085526,0.006092917,0.70722007,8,0,0
10493,4,1499,0,1,158.2,0.527333333,0.00065445,0.088694306,1,0,0
10494,1,105,0,0,6.5,0.122641509,0,0,0,0,0
10495,65,2507,0,6,138.0454545,3.63277512,0.002336449,0.567592222,6,0,0
10496,401,44,0,1,0.885572139,7.911111111,0.000476644,0.086430386,1,0,0
10497,57,1314,0,0,68.93103448,3.040304183,0.000717875,0.086278607,1,0,0
10498,1,967,0,0,17,0.035123967,0,0,0,0,0
10499,2,3140,0,1,298.3333333,0.284941102,0.000316756,0.086732718,1,0,0
10500,118,1943,0,23,177.6554622,10.875,0.01161103,2.424876863,24,0,0
10501,3,760,0,1,114.75,0.603153745,0.001298701,0.085583111,1,0,0
10502,2,175,0,0,1.666666667,0.028409091,0,0,0,0,0
10503,87,1324,0,0,8.875,0.589433962,0,0,0,0,0
10504,12,6278,0,1,16.61538462,0.034400382,0.000157803,0.14784403,1,0,0
10505,35,4246,0,14,877.9444444,7.44195903,0.003268737,1.274026413,14,0,0
10506,12,5367,0,0,317,0.767697466,0,0,0,0,0
10507,12,465,0,2,64.92307692,1.811158798,0.003533569,0.170924119,2,0,0
10508,20,2931,0,4,462.1904762,3.310368349,0.001349073,0.352284357,4,0,0
10509,10,5715,0,1,225.7272727,0.434394682,0.000174672,0.124481317,1,0,0
10510,137,113,0,0,2.65942029,3.219298246,0,0,0,0,0
10511,3,4916,0,1,339.25,0.275981289,0.000202511,0.073830359,1,0,0
10512,1,2109,0,0,135,0.127962085,0,0,0,0,0
10513,3,2200,0,0,4.75,0.00863244,0,0,0,0,0
10514,50,4819,0,9,453.372549,4.797095436,0.001840114,0.826235482,9,0,0
10515,2,3478,0,0,35.66666667,0.030755964,0,0,0,0,0
10516,135,1342,0,5,88.27941176,8.939687267,0.003306878,0.539262774,5,0,0
10517,1,3488,0,0,11,0.006305532,0,0,0,0,0
10518,79,4234,0,6,573.8375,10.83990555,0.001854857,0.810514278,8,0,0
10519,85,1013,0,1,11.11627907,0.942800789,0.001779359,0.198590329,2,0,0
10520,101,1262,0,2,16.47058824,1.330166271,0.001453488,0.170320763,2,0,0
10521,37,202,0,1,9.815789474,1.837438424,0.003571429,0.086430386,1,0,0
10522,2,1726,0,0,0.333333333,0.000579039,0,0,0,0,0
10523,1,4229,0,0,80.5,0.038061466,0,0,0,0,0
10524,31,4892,0,0,17.21875,0.112609851,0,0,0,0,0
10525,42,597,0,4,116.9069767,8.406354515,0.009463722,0.523184171,6,0,0
10526,46,998,0,2,138.3404255,6.508508509,0.001919386,0.190698423,2,0,0
10527,11,431,0,0,16.58333333,0.460648148,0,0,0,0,0
10528,38,5367,0,0,234.8717949,1.706408346,0,0,0,0,0
10529,9,2691,0,3,544.2,2.021545319,0.001086957,0.293578158,3,0,0
10530,109,9317,0,4,1711.509091,20.20455033,0.000529717,0.482595466,8,0.000242868,0
10531,11,2062,0,4,441.75,2.569558895,0.001915709,0.37081565,4,0,0
10532,4,958,0,0,21.4,0.111574557,0,0,0,0,0
10533,1,550,0,0,2.5,0.00907441,0,0,0,0,0
10534,1,1325,0,0,40.5,0.061085973,0,0,0,0,0
10535,31,1530,0,11,472,9.86544742,0.006900878,0.989177038,11,0,0
10536,3,50,0,0,0.75,0.058823529,0,0,0,0,0
10537,947,10413,771,73,426.3871308,38.81457653,0.030124452,138.0330012,777,0,0
10538,30,1908,0,2,134.6774194,2.187008905,0.001017812,0.160784183,2,0,0
10539,1,6280,0,0,17.5,0.005572361,0,0,0,0,0
10540,36,1883,0,0,6.081081081,0.119426752,0,0,0,0,0
10541,46,4545,0,3,95.0212766,0.982402112,0.000641986,0.284737799,3,0,0
10542,3,92,0,1,3.5,0.150537634,0.010638298,0.08801954,1,0,0
10543,265,3759,0,43,441.9210526,31.26356383,0.011534604,4.403640456,85,0.001445249,0
10544,1,3805,0,0,298.5,0.156857593,0,0,0,0,0
10545,1,1466,0,0,10,0.013633265,0,0,0,0,0
10546,7,1114,0,0,52,0.37309417,0,0,0,0,0
10547,18,9127,0,8,2229.894737,4.641542507,0.00098479,0.813660699,9,0,0
10548,38,512,0,0,16.12820513,1.226120858,0,0,0,0,0
10549,1,11317,0,0,49,0.008658774,0,0,0,0,0
10550,5,1625,0,0,2.5,0.009225092,0,0,0,0,0
10551,33,10413,0,15,1488.764706,4.860572307,0.001437057,1.408976904,15,0,0
10552,242,1856,0,58,441.6625514,57.79429187,0.028375734,5.341150483,104,0.001054751,0
10553,47,5715,0,17,1248.958333,10.48810357,0.00295858,1.573268142,34,0.000408559,0
10554,469,4566,0,75,318.5297872,32.78059996,0.018337885,10.43341869,94,0,0
10555,128,601,0,3,31.50387597,6.750830565,0.002291826,0.302914659,3,0,0
10556,274,3629,0,32,284.6436364,21.56391185,0.009409969,3.630794434,37,0,0
10557,59,679,0,0,28.46666667,2.511764706,0,0,0,0,0
10558,1,571,0,0,22,0.076923077,0,0,0,0,0
10559,90,6141,0,20,735,10.88977532,0.003209243,1.923104205,36,0.000525571,0
10560,3,1116,0,0,25,0.089525515,0,0,0,0,0
10561,9,467,0,0,36.5,0.77991453,0,0,0,0,0
10562,254,150,0,0,0.678431373,1.145695364,0,0,0,0,0
10563,272,102,0,0,5.241758242,13.89320388,0.002666667,0.098635263,1,0,0
10564,11,472,0,0,12.91666667,0.32769556,0,0,0,0,0
10565,1,347,0,0,2,0.011494253,0,0,0,0,0
10566,37,5860,0,2,1305.605263,8.464937724,0.000338926,0.176876416,2,0,0
10567,2,3867,0,0,302.3333333,0.234488108,0,0,0,0,0
10568,26,3797,0,3,471.7037037,3.353343865,0.000781657,0.302366903,3,0,0
10569,5,358,0,1,40.83333333,0.682451253,0.002695418,0.077516816,1,0,0
10570,121,5786,0,29,794.8606557,16.75704165,0.004911924,2.704804622,29,0,0
10571,2,345,0,0,1.333333333,0.011560694,0,0,0,0,0
10572,69,2194,0,13,199.7285714,6.369476082,0.007528787,1.504425878,17,0,0
10573,78,88,0,0,3.556962025,3.157303371,0,0,0,0,0
10574,23,5309,0,12,1224.791667,5.535781544,0.002630096,1.233559425,14,0,0
10575,57,1889,0,9,94.51724138,2.900529101,0.005626598,1.008689752,11,0,0
10576,5,6639,0,0,103.5,0.093524096,0,0,0,0,0
10577,31,446,0,3,45.25,3.239373602,0.006237006,0.25592371,3,0,0
10578,263,817,0,14,56.20454545,18.1393643,0.01394052,1.502284421,15,0,0
10579,140,3170,0,7,122.8156028,5.461053295,0.003331314,1.072447893,11,0,0
10580,21,1704,0,2,238.3636364,3.075659824,0.001160093,0.192490125,2,0,0
10581,1,1886,0,1,454,0.481187069,0.00052521,0.077516816,1,0,0
10582,70,234,0,0,2.323943662,0.70212766,0,0,0,0,0
10583,1,542,0,0,1,0.003683241,0,0,0,0,0
10584,211,1380,112,28,122.4575472,18.7986966,0.043276109,16.06944194,223,0.128677352,0
10585,2,920,0,0,45.33333333,0.147665581,0,0,0,0,0
10586,22,2021,0,3,205,2.331849654,0.001447178,0.263569194,3,0,0
10587,61,1664,0,1,109.0483871,4.060660661,0.000573394,0.092298513,1,0,0
10588,15,16042,0,6,2575.125,2.568222901,0.000433222,0.602574282,7,0,0
10589,72,4274,0,24,831.5205479,14.19906433,0.006232687,2.564132687,27,0,0
10590,127,7472,0,1,88.953125,1.523618359,0.00013151,0.097480794,1,0,0
10591,79,4404,0,19,706.3375,12.82792281,0.00425151,1.785914108,19,0,0
10592,4,1453,0,2,57.8,0.198762036,0.001360544,0.205079616,2,0,0
10593,2,2001,0,0,57,0.085414585,0,0,0,0,0
10594,26,1588,0,0,95.2962963,1.619257395,0,0,0,0,0
10595,1,2943,0,0,0,0,0,0,0,0,0
10596,9,554,0,2,11.3,0.203603604,0.000575209,0.221767046,2,0,0
10597,10,289,0,0,3.272727273,0.124137931,0,0,0,0,0
10598,47,1851,0,18,544.7291667,14.11825054,0.009564293,1.628692855,35,0.000317335,0
10599,61,2173,0,3,125.4516129,3.577736891,0.001339884,0.263439313,3,0,0
10600,19,2688,0,0,58.2,0.432874675,0,0,0,0,0
10601,52,1461,0,18,335.6226415,12.16689466,0.012016021,1.63545918,18,0,0
10602,109,551,0,1,18.42727273,3.672101449,0.003012048,0.167635611,2,0,0
10603,13,671,0,0,19.21428571,0.400297619,0,0,0,0,0
10604,55,1408,0,6,133.5178571,5.306600426,0.004676019,0.623664002,7,0,0
10605,5,1950,0,0,131.6666667,0.404920554,0,0,0,0,0
10606,5,998,0,0,51.33333333,0.308308308,0,0,0,0,0
10607,66,2273,0,13,311.5970149,9.180738786,0.005954913,1.236616268,14,0,0
10608,83,1597,0,12,175.1904762,9.209011264,0.007185629,1.211354151,12,0,0
10609,5,1561,0,1,179.5,0.68950064,0.000588235,0.073830359,1,0,0
10610,15,426,0,2,32.8125,1.229508197,0.004357298,0.160370915,2,0,0
10611,58,674,0,13,172.4237288,15.07111111,0.018030513,1.139747158,26,0.000147568,0
10612,63,874,0,6,53.171875,3.889142857,0.007518797,0.754605748,7,0,0
10613,54,1257,0,8,183.1818182,8.008744038,0.005563282,0.806824611,8,0,0
10614,33,1992,0,15,308.0294118,5.254892122,0.007425743,1.32729166,15,0,0
10615,21,96,0,0,4.409090909,1,0,0,0,0,0
10616,245,1266,0,17,86.89430894,16.87134964,0.012532982,1.927899307,19,0,0
10617,22,1609,0,0,30.60869565,0.437267081,0,0,0,0,0
10618,17,1053,0,1,49.22222222,0.840607211,0.000919118,0.096204835,1,0,0
10619,32,1625,0,1,199.5454545,4.049815498,0.000588582,0.095930767,1,0,0
10620,1,5044,0,0,117,0.046382557,0,0,0,0,0
10621,1,465,0,0,24,0.103004292,0.002118644,0.077968063,1,0,0
10622,69,12064,0,12,1284.171429,7.450642354,0.001713866,1.940588456,21,0,0
10623,67,277,0,4,14.32352941,3.503597122,0.011661808,0.377091038,4,0,0
10624,22,185,0,2,11,1.360215054,0.009615385,0.149924838,2,0,0
10625,1,5749,0,0,163,0.056695652,0,0,0,0,0
10626,174,1996,0,26,86.64,7.592388583,0.012849931,3.699285813,52,0.01948778,0
10627,74,9954,0,13,236.7066667,1.783324962,0.001296887,1.185583992,13,0,0
10628,5,13949,0,1,988.3333333,0.425089606,7.16E-05,0.089416077,1,0,0
10629,2,2492,0,0,3.333333333,0.004011231,0,0,0,0,0
10630,550,697,0,30,45.72595281,36.09598854,0.023477623,3.355754413,32,0,0
10631,5,3842,0,0,138.5,0.216237315,0,0,0,0,0
10632,22,5849,0,9,1305.608696,5.133162393,0.001874255,1.058114799,21,0.000291893,0
10633,47,1110,0,6,84.91666667,3.668766877,0.005194805,0.616788913,6,0,0
10634,3,14910,0,1,2392.5,0.641808061,6.67E-05,0.088114179,1,0,0
10635,21,676,0,0,19.04545455,0.618906942,0,0,0,0,0
10636,59,487,0,0,12.91666667,1.588114754,0,0,0,0,0
10637,53,9279,0,10,988.7592593,5.753556034,0.001069633,0.950404598,10,0,0
10638,1,1007,0,0,21,0.041666667,0,0,0,0,0
10639,12,6442,0,1,495.6923077,1.000155207,0.0001523,0.098890375,1,0,0
10640,1,1349,0,1,27.5,0.040740741,0.000720981,0.077345085,1,0,0
10641,58,815,0,5,29.44067797,2.128676471,0.008073818,0.739194605,7,0,0
10642,72,1283,0,2,99.69863014,5.668224299,0.001455604,0.178907344,2,0,0
10643,61,698,0,1,73.43548387,6.513590844,0.00390625,0.300574098,3,0,0
10644,3,1766,0,0,143.5,0.324844369,0,0,0,0,0
10645,2,687,0,0,65.66666667,0.286337209,0,0,0,0,0
10646,82,6182,0,20,1158.903614,15.55701116,0.003198465,1.856436847,20,0,0
10647,23,8739,0,9,389.0416667,1.068306636,0.001025641,0.7803036,9,0,0
10648,4,465,0,1,49.2,0.527896996,0.001897533,0.077516816,1,0,0
10649,9,3312,0,3,445.5,1.344702686,0.000903887,0.251017285,3,0,0
10650,95,106,0,0,2.104166667,1.887850467,0,0,0,0,0
10651,20,513,0,3,105.3333333,4.303501946,0.005639098,0.257886018,3,0,0
10652,90,5873,0,2,281.4945055,4.360912496,0.000334504,0.18096854,2,0,0
10653,29,2245,0,4,185.2333333,2.474176313,0.003964758,0.779355333,9,0,0
10654,1,429,0,0,5,0.023255814,0,0,0,0,0
10655,1,36,0,0,0.5,0.027027027,0,0,0,0,0
10656,1,1921,0,1,208.5,0.216961498,0.000520562,0.073830359,1,0,0
10657,1,4186,0,0,0,0,0,0,0,0,0
10658,1,1917,0,1,307,0.32012513,0.000519751,0.077516816,1,0,0
10659,50,5819,0,12,781.1372549,6.845017182,0.002048131,1.134678739,12,0,0
10660,23,2863,0,1,91.04166667,0.762918994,0.00034662,0.090663108,1,0,0
10661,56,771,0,1,43.59649123,3.218911917,0.001176471,0.090148001,1,0,0
10662,162,673,0,11,128.4969325,31.07566766,0.014354067,1.137671377,12,0,0
10663,39,2637,0,11,293.175,4.445413192,0.004475942,1.088904334,12,0,0
10664,1211,292,32,7,17.63448845,72.94539249,0.000680312,6.033976707,35,0,0
10665,121,7871,0,27,1132.155738,17.5461128,0.00338558,2.563148756,27,0,0
10666,202,173,0,2,10.26108374,11.97126437,0.005235602,0.190785176,2,0,0
10667,11,2112,0,0,59.25,0.336488405,0.000467508,0.126157454,1,0,0
10668,77,1728,0,8,114.974359,5.186813187,0.004412576,0.788557662,8,0,0
10669,166,14969,176,40,826.8083832,9.223580494,0.010866955,28.80925911,181,0,0
10670,3,643,0,0,54.25,0.336956522,0,0,0,0,0
10671,554,922,111,27,59.44684685,35.74539545,0.016912402,16.85651314,117,0,0
10672,106,1490,0,8,139.1401869,9.985244802,0.006909548,1.084456018,11,0,0
10673,61,11933,0,24,2267.483871,11.78012402,0.002001835,2.262292367,45,0.000591983,0
10674,65,264,0,0,19.81818182,4.935849057,0.003039514,0.090689407,1,0,0
10675,328,3785,0,47,225.0516717,19.55678817,0.01727542,8.342418396,125,0.025482812,0
10676,119,2136,0,20,189.6333333,10.64857277,0.00856898,2.125607634,28,0.002331549,0
10677,75,2689,0,4,90.63157895,2.560594796,0.001355473,0.367660933,4,0,0
10678,1,1636,0,0,46,0.056200367,0,0,0,0,0
10679,1,119,0,0,0,0,0,0,0,0,0
10680,4,923,0,0,42.6,0.230519481,0,0,0,0,0
10681,17,776,0,0,21.55555556,0.499356499,0,0,0,0,0
10682,1,2000,0,0,39,0.03898051,0,0,0,0,0
10683,20,1530,0,2,80.85714286,1.109079033,0.001918159,0.307623773,3,0,0
10684,260,9972,0,53,251.8007663,6.58979244,0.005290487,6.569378673,93,0.019403328,0
10685,1,10362,0,0,3,0.000578983,0,0,0,0,0
10686,59,4250,0,22,1119.1,15.79534227,0.005600933,2.309100355,46,0.000945612,0
10687,6,3250,0,1,515.5714286,1.110119963,0.000306373,0.09051258,1,0,0
10688,1,4662,0,0,173,0.074201158,0,0,0,0,0
10689,2,2001,0,1,212.3333333,0.318181818,0.0004995,0.076094478,1,0,0
10690,1,547,0,0,12.5,0.045620438,0,0,0,0,0
10691,39,177,0,0,3,0.674157303,0,0,0,0,0
10692,21,680,0,2,86.09090909,2.781204112,0.001901141,0.198924844,2,0,0
10693,1,138,0,0,6,0.086330935,0,0,0,0,0
10694,490,3892,85,38,127.5661914,16.08913434,0.010410505,11.4851025,88,0,0
10695,7,1304,0,2,52.375,0.321072797,0.001173021,0.180072168,2,0,0
10696,9,1072,0,0,22.9,0.213420317,0,0,0,0,0
10697,18,1698,0,0,33.89473684,0.379046498,0,0,0,0,0
10698,158,7539,1,8,84.3081761,1.777851459,0.001025641,0.89713929,13,0.003009652,0
10699,301,2002,55,15,87.76821192,13.23315027,0.004965692,7.579166939,55,0,0
10700,17,2235,0,0,114,0.917710197,0,0,0,0,0
10701,1,446,0,0,1.5,0.006711409,0,0,0,0,0
10702,601,1890,0,40,147.4053156,46.92649392,0.044351464,13.2264186,185,0.049545625,0
10703,130,41,0,0,0.06870229,0.214285714,0,0,0,0,0
10704,5,360,0,0,10,0.166204986,0,0,0,0,0
10705,7,622,0,1,11.875,0.152487961,0.001589825,0.077968063,1,0,0
10706,1,385,0,1,39,0.202072539,0.002188184,0.073830359,1,0,0
10707,54,195,0,2,7.727272727,2.168367347,0.006734007,0.198613883,2,0,0
10708,1,243,0,0,5,0.040983607,0,0,0,0,0
10709,7,2509,0,0,16.125,0.051394422,0,0,0,0,0
10710,102,674,0,4,65.57281553,10.00592593,0.006976744,0.572483101,6,0,0
10711,19,3865,0,1,74.5,0.385411278,0.000256213,0.088086701,1,0,0
10712,9,1522,0,1,132.8,0.87196323,0.000640205,0.087876729,1,0,0
10713,4,1011,0,0,13.4,0.066205534,0,0,0,0,0
10714,233,559,0,1,18.19230769,7.601785714,0.002512563,0.205762211,2,0,0
10715,26,6402,0,9,1293.148148,5.452912697,0.001395133,0.774514339,9,0,0
10716,172,3535,0,25,242.3468208,11.85690045,0.006784261,2.236913729,25,0,0
10717,32,1196,0,5,120.7878788,3.329991646,0.003952569,0.443931587,5,0,0
10718,192,6744,25,4,71.86528497,2.056338028,0.002698795,4.852989294,28,0,0
10719,83,1476,0,4,192,10.91943128,0.002560819,0.349004664,4,0,0
10720,4,1951,0,0,115.2,0.295081967,0,0,0,0,0
10721,32,672,3,4,36.27272727,1.778603269,0.006234414,0.586864245,5,0,0
10722,251,353,0,3,16.62301587,11.83333333,0.006633499,0.352105363,4,0,0
10723,10,262,0,1,23.81818182,0.996197719,0.007352941,0.178392938,2,0,0
10724,214,5823,0,20,300.3627907,11.08825549,0.003586567,2.277310002,22,0,0
10725,62,74,0,0,3.523809524,2.96,0,0,0,0,0
10726,123,7567,0,41,1103.290323,18.07716702,0.005358076,3.816084222,79,0.001322946,0
10727,22,5584,0,3,277.2608696,1.141808415,0.000530223,0.312909504,3,0,0
10728,1,23435,0,0,831.5,0.070959208,4.25E-05,0.077345085,1,0,0
10729,45,1561,0,4,160.8913043,4.73815621,0.002880184,0.463785643,5,0,0
10730,47,5760,0,4,371.7291667,3.097205346,0.000677163,0.3451641,4,0,0
10731,48,2060,0,3,281.9387755,6.703056769,0.001407129,0.261665248,3,0,0
10732,11,817,0,5,190.1666667,2.789731051,0.005841121,0.448797361,5,0,0
10733,1,2943,0,0,271,0.184103261,0,0,0,0,0
10734,48,473,0,0,15.2244898,1.573839662,0,0,0,0,0
10735,210,2116,0,16,183.3222749,18.27161077,0.005702067,1.542945564,16,0,0
10736,7,9512,0,0,241.75,0.203300746,0,0,0,0,0
10737,12,1188,0,2,152.5384615,1.667788057,0.001616815,0.17232568,2,0,0
10738,1,2162,0,0,18.5,0.017105871,0,0,0,0,0
10739,38,7423,0,19,1493.487179,7.845635776,0.002552734,1.806402036,19,0,0
10740,17,2145,0,3,283.8333333,2.380708295,0.001374256,0.285362862,3,0,0
10741,137,606,0,8,31.24637681,7.103789127,0.010349288,0.69503187,8,0,0
10742,2,158,0,0,8.333333333,0.157232704,0,0,0,0,0
10743,34,1362,0,0,9.542857143,0.245047689,0,0,0,0,0
10744,5,410,0,2,39.16666667,0.571776156,0.004705882,0.151798422,2,0,0
10745,1,120,0,0,1,0.016528926,0,0,0,0,0
10746,204,10650,0,73,1223.058537,23.54023096,0.006751757,7.053673757,73,0,0
10747,1,9329,0,0,41.5,0.008896034,0,0,0,0,0
10748,31,704,0,1,26.125,1.185815603,0.001282051,0.09371132,1,0,0
10749,6,4447,0,5,983.7142857,1.548111511,0.001120072,0.494232901,5,0,0
10750,46,7803,0,0,29.61702128,0.178370067,0,0,0,0,0
10751,2,2547,0,1,347.6666667,0.409340659,0.000379075,0.073830359,1,0,0
10752,11,959,0,0,26.41666667,0.330208333,0,0,0,0,0
10753,1,677,0,0,8,0.02359882,0,0,0,0,0
10754,19,109,0,0,1.05,0.190909091,0,0,0,0,0
10755,4,3940,0,0,1.4,0.001776199,0,0,0,0,0
10756,53,6681,0,8,426.6111111,3.447620473,0.001774098,1.070283615,12,0,0
10757,38,3853,0,6,551.7435897,5.583290088,0.001801338,0.745023286,7,0,0
10758,1,262,0,0,30.5,0.231939163,0,0,0,0,0
10759,63,61,0,0,1.828125,1.887096774,0,0,0,0,0
10760,2,6006,0,0,330.6666667,0.165140669,0,0,0,0,0
10761,143,1990,0,27,317.125,22.93621296,0.014211274,2.813379248,30,0,0
10762,2,128,0,0,5.333333333,0.124031008,0,0,0,0,0
10763,40,6086,0,4,318.0731707,2.142434697,0.000652422,0.390296327,4,0,0
10764,66,14467,28,15,982.2835821,4.548866464,0.001867714,2.941474523,29,0,0
10765,5,4662,0,0,133,0.171134463,0,0,0,0,0
10766,11,798,0,0,51.08333333,0.767209011,0,0,0,0,0
10767,80,109,0,1,11.88888889,8.754545455,0.005291005,0.076094478,1,0,0
10768,425,1979,31,12,51.54929577,11.09090909,0.006861756,5.554153149,34,0,0
10769,135,7674,0,23,733.3897059,12.99557003,0.003338898,2.473512858,26,0,0
10770,84,6134,0,51,1456.388235,20.17815811,0.00881269,5.095432367,55,0,0
10771,130,2004,0,37,429.6412214,28.0713217,0.018580276,3.643790791,39,0,0
10772,10,2179,0,2,201.9090909,1.018807339,0.000911993,0.164023837,2,0,0
10773,199,1883,39,11,66.375,7.046178344,0.012690355,6.834562224,40,0,0
10774,3,1819,0,0,32,0.07032967,0,0,0,0,0
10775,2,5074,0,0,259.6666667,0.153497537,0,0,0,0,0
10776,137,4892,0,13,250,7.050889025,0.002571203,1.297837858,13,0,0
10777,31,3004,0,6,413.6875,4.405324459,0.002298851,0.63201315,7,0,0
10778,167,140,0,0,2.958333333,3.524822695,0,0,0,0,0
10779,376,2149,0,29,336.5702918,59.0172093,0.011613937,2.707338862,56,0.000894001,0
10780,6,1344,0,0,117.7142857,0.612639405,0,0,0,0,0
10781,109,3252,0,4,266.2272727,9.002459268,0.001186592,0.384521734,4,0,0
10782,20,1376,0,4,306.3333333,4.671750182,0.002768166,0.366485484,4,0,0
10783,158,1152,0,15,123.8993711,17.08586297,0.01146789,1.433454251,15,0,0
10784,1,514,0,0,1,0.003883495,0,0,0,0,0
10785,90,6278,0,12,517.8351648,7.504857461,0.0025,1.451382159,16,0,0
10786,1,3161,0,1,704.5,0.445604048,0.000312989,0.073830359,1,0,0
10787,6,15,0,0,1.285714286,0.5625,0,0,0,0,0
10788,4,1952,0,0,26.8,0.068612391,0,0,0,0,0
10789,28,773,0,1,44,1.648578811,0.002427184,0.164384705,2,0,0
10790,245,3063,0,1,52.8902439,4.246409922,0.001200841,0.453013826,6,0.000991069,0
10791,33,66,0,0,2.705882353,1.373134328,0,0,0,0,0
10792,9,161,0,0,3.6,0.222222222,0,0,0,0,0
10793,154,124,15,7,10.61935484,13.168,0.025367156,3.432431,19,0,0
10794,94,1889,0,0,6.915789474,0.347619048,0,0,0,0,0
10795,137,574,0,48,35.30434783,8.473043478,0.023300971,5.542118017,80,0.016298267,0
10796,32,4498,0,8,819.969697,6.014447655,0.001983253,0.805025072,9,0,0
10797,78,23435,0,21,1150.088608,3.876813449,0.00101738,2.548347043,24,0,0
10798,202,23435,0,68,3271.029557,28.33329066,0.003042339,7.135350964,126,0.003863207,0
10799,29,281,0,0,25.1,2.670212766,0.002898551,0.09371132,1,0,0
10800,134,4229,0,15,333.6,10.64680851,0.003265128,1.356925569,28,0.000404007,0
10801,3,3786,0,1,168.75,0.178241352,0.000262123,0.092298513,1,0,0
10802,25,189,0,0,4.769230769,0.652631579,0,0,0,0,0
