,sink_pre_siz,source_suc_siz,pre_pre_cos,suc_pre_cos,uhi,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Resource_allocation_index,Within_inter_cluster,Label
6896,64,33629,0.230584541,0.022319981,0.231149853,36,7671.092308,14.82667261,0.00113958,5.499083486,1
6897,84,33629,0.212842573,0.021884107,0.202410186,38,5510.576471,13.9280107,0.000934682,2.817925643,1
6898,99,33629,0.216887067,0.023993259,0.144063243,42,3937.88,11.70942611,0.004541541,4.874390701,1
6899,8,33629,0.103279556,0.010906027,0.140322002,6,5963.555556,1.595955992,0.000140509,0,1
6900,72,33629,0.223627218,0.021061489,0.252465522,37,7681.479452,16.67404103,0.000806827,8.747813047,1
6901,4,33629,0.046188022,0.002438662,0.135414268,2,3710.8,0.551709783,0.000174553,0,1
6902,30,33629,0.194770336,0.019587802,0.24820975,21,10410.70968,9.596550699,0.000344738,6.331222926,1
6903,8,33629,0.103279556,0.012723698,0.169645763,6,8370.777778,2.240172465,0.000146745,0,1
6904,23,33629,0.168654809,0.017809467,0.232468944,16,10387.54167,7.413053821,0.000255337,16.98301698,1
6905,21,33629,0.132115652,0.01278845,0.177729519,12,7534.363636,4.928813559,0.000513973,4.997501249,1
6906,84,33629,0.246449295,0.023658494,0.204378374,44,5774.129412,14.59414213,0.001222656,5.427796029,1
6907,77,33629,0.309893833,0.030254177,0.241043319,53,7508.307692,17.41445138,0.002507538,6.999000143,1
6908,18,33629,0.082928843,0.007506042,0.150159298,7,5565.736842,3.144484092,6.01E-05,0,1
6909,10,33629,0.093419873,0.011509018,0.196016396,6,9884.636364,3.233154921,7.44E-05,0,1
6910,444,33629,0.357402196,0.037740654,0.169498491,146,2614.505618,34.59574784,0.018681081,2.666603176,1
6911,36,33629,0.246196289,0.022411747,0.244235495,29,9876.027027,10.8656854,0.000646554,13.9930035,1
6912,719,33629,0.367579671,0.038408922,0.156118666,191,1873.6375,40.11355932,0.029107786,1.607574588,1
6913,222,33629,0.28010248,0.028482541,0.176185797,81,3584.309417,23.76749926,0.005386077,0,1
6914,169,33629,0.158423607,0.017147309,0.127354875,40,2556.9,12.92515611,0.004133259,0,1
6915,91,33629,0.317645322,0.032405409,0.256162482,59,7328.01087,20.04689266,0.002708036,4.454140533,1
6916,28,33629,0.172606789,0.022277182,0.206419737,18,8425.758621,7.265744871,0.000490355,0,1
6917,199,33629,0.248300893,0.026605453,0.162241858,68,3288.835,19.55893547,0.008169314,1.879924803,1
6918,47,33629,0.141617639,0.012593195,0.142331491,19,4286.5625,6.118198037,0.000847132,1.714040851,1
6919,10,33629,0.062279916,0.008220727,0.133070982,4,4515.090909,1.476836158,5.87E-05,0,1
6920,104,33629,0.337648263,0.034590375,0.256233195,67,6863.066667,21.42795123,0.00611632,3.799746684,1
6921,43,33629,0.233549683,0.027128399,0.240392464,30,8549.818182,11.1862028,0.000690818,2.399760024,1
6922,57,33629,0.223760956,0.022196488,0.214131706,33,7239.12069,12.48495391,0.00184821,3.374578178,1
6923,5,33629,0.042163702,0.004452367,0.140918805,2,3797,0.677430865,1.79E-05,0,1
6924,88,33629,0.301059303,0.031212986,0.264950907,55,7415.561798,19.62488849,0.00156368,3.916340305,1
6925,32,33629,0.215743956,0.020883451,0.276757887,24,11336.0303,11.12366934,0.00040351,23.97602398,1
6926,63,33629,0.264653862,0.025901814,0.26477279,41,8751.421875,16.65450491,0.000864295,9.497625594,1
6927,39,33629,0.236784008,0.02414152,0.283287586,29,11132.3,13.24091585,0.000500178,28.97102897,1
6928,253,33629,0.281894603,0.030451572,0.165041738,87,2938.996063,22.19759144,0.009618862,1.999935486,1
6929,266,33629,0.344473037,0.039045123,0.198845673,109,3709.430712,29.45043116,0.010850353,2.935389181,1
6930,44,33629,0.230940108,0.02357373,0.248237589,30,9360.311111,12.52494796,0.000885612,31.96803197,1
6931,35,33629,0.189345852,0.018176711,0.236398416,22,9584.861111,10.26033304,0.000412891,23000,1
6932,34,33629,0.226946606,0.02212146,0.268446186,26,10986.4,11.43395778,0.000462658,25.97402597,1
6933,209,33629,0.242316859,0.02558797,0.181162083,68,3579.285714,22.35057984,0.003427415,4.213984715,1
6934,83,33629,0.225374468,0.024988847,0.218690407,40,6196.559524,15.47757954,0.001275537,3.499650035,1
6935,1,33629,0.036514837,0.003855863,0.196254024,1,3741.5,0.222509664,7.25E-06,0,1
6936,56,33629,0.266754372,0.028890771,0.281722228,39,9568.192982,16.21727624,0.001192096,9.247688078,1
6937,5,33629,0.105409255,0.011130917,0.19836179,5,10759.5,1.919625335,0.000587841,0,1
6938,8,33629,0.086066297,0.009088356,0.131871697,5,4268.333333,1.142283675,0.000145315,0,1
6939,26,33629,0.129195039,0.014692061,0.160364166,13,6110.37037,4.905738924,0.000264633,0,1
6940,49,33629,0.248300893,0.024677522,0.269788903,34,9804.98,14.57772822,0.001164485,16.49175412,1
6941,4,33629,0.023094011,0.002438662,0.125990836,1,2083.4,0.309753197,7.25E-06,0,1
6942,71,33629,0.243432248,0.024420464,0.238331947,40,7371.888889,15.78281296,0.001421944,9.497625594,1
6943,49,33629,0.270209795,0.027762212,0.277090684,37,10281.56,15.286292,0.000809191,8.497875531,1
6944,61,33629,0.242655559,0.024238669,0.216696819,37,6837.612903,12.60576866,0.001633684,7.198560288,1
6945,11,33629,0.059628479,0.006296598,0.102047166,4,2167.25,0.773327386,0.000534047,0,1
6946,40,33629,0.112906897,0.011071029,0.124024093,14,3952.512195,4.818703539,0.000346019,0.749906262,1
6947,119,33629,0.282842712,0.027876226,0.211226121,60,5472.083333,19.52572108,0.003819794,5.888234641,1
6948,44,33629,0.19245009,0.018696407,0.156834668,25,5749.155556,7.69289325,0.001969528,4.199160168,1
6949,32,33629,0.188775961,0.019934204,0.254489162,21,10512.60606,10.31567053,0.000353834,21.97802198,1
6950,27,33629,0.195180015,0.018549408,0.239928118,20,10778.14286,8.973773417,0.000313459,8.995502249,1
6951,40,33629,0.25000813,0.022142058,0.261463067,31,9956.365854,12.13829914,0.000748705,6.748312922,1
6952,25,33629,0.212675267,0.021388478,0.270381341,21,12331.15385,9.533452275,0.000320947,9.995002499,1
6953,17,33629,0.085201287,0.008997013,0.133343125,7,5691.5,3.046297948,0.000194296,0,1
6954,22,285,0.257395781,0.098637726,0.182472649,8,120.7391304,9.70979021,0.000316828,0,1
6955,1021,285,0.149627562,0.057339411,0.220553406,31,38.85127202,138.8321678,0.002875773,1.818016544,1
6956,342,22632,0.35025832,0.055989485,0.244934704,161,3118.749271,47.26421597,0.011787249,0,1
6957,80,22632,0.232793301,0.038405177,0.208833296,52,5173.679012,18.51579552,0.00193615,6.427653192,1
6958,77,22632,0.25091408,0.041394661,0.259821766,55,6321.961538,21.78734591,0.002810335,5.999250094,1
6959,15,22632,0.100727871,0.016617625,0.196160813,10,8462.9375,5.982724341,0.000173206,0,1
6960,82,22632,0.207858819,0.033561992,0.214100053,47,4900.590361,17.97150179,0.003201886,2.615183447,1
6961,33,22632,0.172746873,0.028498991,0.222037975,25,7697.382353,11.56324835,0.000460215,25000,1
6962,28,22632,0.119710054,0.020983545,0.220144032,16,7556.931034,9.682808289,0.000287352,0,1
6963,51,22632,0.20114557,0.032262299,0.233344258,36,6719.576923,15.43843061,0.001004404,6.198760248,1
6964,6,22632,0.06091449,0.010049395,0.097664179,4,4082.142857,1.262537003,0.000112327,0,1
6965,23,22632,0.156263528,0.025779644,0.097661351,19,3066.25,3.251447002,0.003768278,1.714040851,1
6966,59,22632,0.176853205,0.028318305,0.136454924,34,3770.483333,9.99553749,0.001678046,5.798840232,1
6967,33,22632,0.193476497,0.03191887,0.257731144,28,8946.617647,13.43988866,0.000539551,26.97302697,1
6968,77,22632,0.182482967,0.030105208,0.142552258,40,3476.948718,11.98259179,0.003371136,3.444061771,1
6969,2,22632,0.023262105,0.003837676,0.086558063,1,387.3333333,0.051340962,0.000330579,0,1
6970,10,22632,0.121482383,0.020041609,0.183161286,10,8234.090909,4.001899881,0.000303497,0,1
6971,46,22632,0.170434972,0.028117584,0.216519438,29,6150.978723,12.77320726,0.001493495,4.799040192,1
6972,14,22632,0.104031297,0.017162609,0.164457049,10,7092,4.700216498,0.000229275,0,1
6973,57,22632,0.232781426,0.038403218,0.250728705,44,6803.051724,17.433703,0.001250162,6.332277954,1
6974,22,22632,0.117617992,0.01940408,0.207385305,14,7896.478261,8.024521716,0.000232534,0,1
6975,319,22632,0.373889047,0.061310929,0.239321444,166,3187.696875,45.0697212,0.014030399,4.354698236,1
6976,30,22632,0.151966581,0.025070753,0.179688129,21,6376.677419,8.734016701,0.000721633,4.248937766,1
6977,236,22632,0.350703637,0.056993942,0.256543257,134,3866.43038,40.48707639,0.011480186,4.825877136,1
6978,76,22632,0.266312944,0.043177593,0.241737842,58,6003,20.4228781,0.002727698,6.249218848,1
6979,13,22632,0.129219148,0.021317986,0.218035101,12,9981.214286,6.174037909,0.000392514,0,1
6980,125,22632,0.297921924,0.048557634,0.307345084,83,6036.111111,33.60358768,0.002383463,3.420872586,1
6981,25,22632,0.11062442,0.018250312,0.122413658,14,4520.230769,5.19268325,0.000441918,14000,1
6982,201,22632,0.272148028,0.044430056,0.231763454,96,3705.668317,33.0731675,0.00640296,0,1
6983,206,22632,0.274441982,0.044814185,0.216142703,98,3288.772947,30.07891132,0.007452682,2.62953224,1
6984,103,22632,0.280511921,0.045625781,0.302007667,71,6462.894231,29.69738877,0.002621079,4.461195293,1
6985,84,22632,0.231619996,0.037490637,0.241824383,53,5501.529412,20.66142359,0.002555519,4.299570043,1
6986,151,22632,0.254907405,0.040975167,0.236513491,78,4157.927632,27.92404896,0.008403809,0,1
6987,60,22632,0.263096398,0.044255511,0.210068809,51,5370.622951,14.47479344,0.007676606,2.058702429,1
6988,222,22632,0.194262829,0.032048596,0.066504533,72,1065.044843,10.49374807,0.017762014,0,1
6989,61,22632,0.230264142,0.037143752,0.275869475,45,7408.080645,20.29342111,0.001268548,6.498916847,1
6990,229,22632,0.36662731,0.059169621,0.249292372,138,3798.243478,38.59832987,0.011464133,3.928431127,1
6991,12,22632,0.078223277,0.01290492,0.124778439,7,4977.153846,2.858790262,0.000208768,0,1
6992,88,22632,0.320313988,0.052843941,0.127910258,75,2754.797753,10.83272213,0.022467381,1.272688706,1
6993,1155,22632,0.466903306,0.076441074,0.204692836,394,1461.92128,74.66889056,0.088807143,0,1
6994,41,22632,0.186511774,0.0297442,0.211358819,30,6567.857143,12.18795564,0.000904833,5.198960208,1
6995,53,22632,0.213834301,0.035277408,0.238891795,39,6853.055556,16.35068263,0.001288663,8.747813047,1
6996,15,22632,0.100727871,0.014955862,0.189745084,10,8354.375,5.905977997,0.000141329,0,1
6997,114,22632,0.24797315,0.039669798,0.206697073,66,4234.086957,21.51371891,0.004091845,4.153526652,1
6998,57,22632,0.206328991,0.033166416,0.279161552,39,7536.103448,19.31224318,0.001042458,37.96203796,1
6999,132,22632,0.282988536,0.04726253,0.238665702,81,4587.097744,26.95550744,0.004631727,3.555358036,1
7000,138,22632,0.300735652,0.048486406,0.289075613,88,5375.913669,33.01603853,0.00413826,4.499718768,1
7001,26,22632,0.131818596,0.020467606,0.177565709,17,6372.592593,7.602173817,0.000395233,1.833027829,1
7002,125,22632,0.283564241,0.045596803,0.206634741,79,4182.452381,23.28409844,0.004315141,6.181256249,1
7003,162,22632,0.274558627,0.044774793,0.203045209,87,3614.110429,26.02836566,0.00657071,3.833120382,1
7004,84,22632,0.270951694,0.045421349,0.228980778,62,5481.129412,20.58480979,0.002541585,4.726843014,1
7005,71,22632,0.246914582,0.040734842,0.252319666,52,6291.902778,20.01577343,0.00230995,4.888345739,1
7006,98,22632,0.263211829,0.04208738,0.269575533,65,6002.040404,26.25378872,0.001917364,5.499450055,1
7007,1026,22632,0.446326605,0.074047761,0.188311784,355,1444.634859,65.55206999,0.100653584,1.556327068,1
7008,75,22632,0.171003332,0.027448881,0.240425535,37,5601.263158,18.80864225,2.339503378,0,1
7009,46,516,0.237512649,0.109057295,0.114163575,17,75.78723404,6.889748549,0.01016923,0,1
7010,849,690,0.169297228,0.063936314,0.19511838,41,116.9552941,143.8668596,0.003418501,0.18181405,1
7011,219,690,0.28407444,0.097461532,0.208407547,35,209.4,66.66859624,0.001804086,0,1
7012,351,80,0.064635961,0.053300179,0.125161785,5,6.34375,27.56790123,0.051224423,3.665444852,1
7013,20,3601,0.100442925,0.018179775,0.147280726,5,451.4761905,2.632148806,7.33E-05,0,1
7014,203,3601,0.251367149,0.045496467,0.136003205,39,391.6029412,22.17851194,0.000999856,0,1
7015,2,3601,0,0,0.246927576,0,212.6666667,0.17712382,0,0,1
7016,1,583,0,0,0.3685402,0,14.5,0.049657534,0,0,1
7017,100,1347,0.164787744,0.124667198,0.075455469,71,116.7425743,8.747032641,0.111390322,4.461195293,1
7018,584,1347,0.246881916,0.08107923,0.093364278,256,87.4034188,37.9310089,1.185587018,0,1
7019,22,133,0.191654987,0.090064509,0.10793534,7,17.17391304,2.947761194,0.021887771,6.993006993,1
7020,3653,133,0.036927563,0.01857833,0.065116289,17,3.712917351,101.2462687,0.041165395,0,1
7021,15,1975,0.05,0.011248032,0.117355119,2,95.3125,0.771761134,8.56E-06,0,1
7022,386,1975,0.157581856,0.04116741,0.084997691,31,84.62015504,16.57287449,0.312068457,0,1
7023,2,1975,0.057735027,0.012988108,0.241285377,1,155,0.235323887,1.31E-06,0,1
7024,3,1975,0,0,0.200093876,0,93.75,0.189777328,0,0,1
7025,82,1975,0.153669964,0.037038956,0.080508749,14,108.3493976,4.55111336,0.002807773,0,1
7026,83,1975,0.087287156,0.019636174,0.088135813,8,129.8690476,5.520748988,0.001969088,0,1
7027,1,1975,0,0,0.2745456,0,66,0.066801619,0,0,1
7028,34,663,0.067763093,0.019679008,0.084014869,3,73.74285714,3.887048193,0.002656367,0,1
7029,189,176,0.201061015,0.076342188,0.150040077,19,16.22631579,17.4180791,0.016864056,5.331556148,1
7030,72,209,0.178320015,0.048459639,0.126347614,31,38.30136986,13.31428571,0.10266988,16.49175412,1
7031,2001,325,0.047765074,0.030945619,0.067135394,13,8.84015984,54.28834356,0.0551973,0,1
7032,9,308,0.350823208,0.053968707,0.150802903,4,59.6,1.928802589,0.00011119,0,1
7033,702,2408,0.169834778,0.053790054,0.131287491,64,188.1963016,54.91988377,1.053191863,0,1
7034,720,2408,0.186043727,0.05463192,0.081469843,71,137.4174757,41.12826899,0.46369769,0,1
7035,27,2408,0.026593488,0.007700742,0.071558958,2,282.1785714,3.279784143,3.31E-05,0,1
7036,1,296,0.083918136,0.041030497,0.170782428,1,32,0.215488215,0.00031746,0,1
7037,40,1379,0.137005982,0.071468958,0.067821659,18,107.6341463,3.197826087,0.030216224,2.99940012,1
7038,49,1379,0.130956648,0.064717894,0.087068129,19,173.02,6.26884058,0.004493103,1.374828146,1
7039,9,1379,0.030823997,0.017025131,0.072220739,2,119.9,0.86884058,6.04E-05,0,1
7040,10,1379,0.044084291,0.016232825,0.089902714,3,172.8181818,1.377536232,0.000569517,0,1
7041,17,441,0.226455407,0.067267279,0.147254509,6,85.83333333,3.495475113,0.215361628,0,1
7042,220,441,0.193884935,0.057592408,0.185585481,18,87.75565611,43.87782805,0.00049432,0,1
7043,155,492,0.047219216,0.021635428,0.067332861,4,20.12820513,6.369168357,0.117300918,12000,1
7044,593,546,0.244490983,0.121049278,0.217688904,72,86.27441077,93.68738574,0.220812472,3.833173618,1
7045,129,1079,0.154603734,0.064051262,0.114384425,53,133.5615385,16.07685185,0.022477164,3.416381968,1
7046,62,1079,0.134089721,0.076673951,0.087968944,32,114.2539683,6.664814815,0.024018311,1.461426044,1
7047,11,922,0.058654642,0.028505573,0.10823486,3,145.75,1.894907909,4.52E-05,0,1
7048,9,2235,0,0,0.14790399,0,173.9,0.777728086,0,0,1
7049,294,421,0.071681723,0.042513222,0.083432859,12,24.32542373,17.00473934,0.07222561,30000,1
7050,97,1590,0.041517014,0.035455197,0.049500314,5,66.89795918,4.120678818,0.022336107,0,1
7051,308,1590,0.158989638,0.134064417,0.083589162,34,85.61165049,16.62727844,0.879430983,6.952049902,1
7052,120,3897,0.153392998,0.032033846,0.133160479,22,470.5867769,14.60774756,0.000651442,0,1
7053,18,3897,0.087976918,0.018372671,0.102633753,5,427.7368421,2.084915341,0.005418698,0,1
7054,65,3897,0.23601716,0.047317126,0.172342203,25,803.2121212,13.59979477,0.000533981,0,1
7055,216,3897,0.119749445,0.02609519,0.097395155,23,274.8294931,15.29964084,0.003902639,0,1
7056,18,3897,0.035190767,0.007349068,0.092120264,2,276.6315789,1.348383787,0.001348482,0,1
7057,21,3897,0.032703497,0.006829639,0.085031109,2,257.7727273,1.45484864,0.002069904,0,1
7058,133,3897,0.198767051,0.04012589,0.166469278,30,585.9850746,20.1441765,0.003200016,0,1
7059,7,3897,0,0,0.109160051,0,272.125,0.558491534,0,0,1
7060,18,3897,0.017595384,0.003674534,0.094877965,1,364.7368421,1.777834787,1.45E-05,0,1
7061,24,3897,0.046017899,0.009610154,0.097693929,3,439.48,2.818624936,3.37E-05,0,1
7062,37,1863,0.078433048,0.026301668,0.069834448,6,309.1578947,6.302575107,0.000605309,0,1
7063,209,1863,0.122335548,0.06872834,0.060500693,22,118.8190476,13.38626609,0.219780157,2.649867507,1
7064,930,1863,0.242969985,0.085778935,0.169099975,92,213.4189044,106.5949571,3.888315286,0,1
7065,6,58,0.09166985,0.049206783,0.18427978,1,10.42857143,1.237288136,0.001876173,0,1
7066,17,11756,0.07898395,0.028259133,0.107999687,13,1699.444444,2.601854215,0.006847267,0.624921885,1
7067,32,11756,0.076282286,0.028897966,0.106640848,17,1818.424242,5.104023135,0.001725738,0,1
7068,376,11756,0.176568292,0.06127323,0.155077059,133,1172.984085,37.61291146,0.012126145,0,1
7069,63,11756,0.106329973,0.035737441,0.126776085,33,1879.859375,10.23313771,0.000972367,0,1
7070,553,11756,0.243125125,0.086986095,0.117440405,222,743.7310469,35.04524964,3.658753407,0,1
7071,28,11756,0.067013266,0.023976223,0.110742499,14,1949.172414,4.807859148,0.000542987,0,1
7072,41,11756,0.055684605,0.019923018,0.042562861,14,164.4285714,0.587394744,0.034995808,0.999857163,1
7073,266,11756,0.135667109,0.048539418,0.132510457,86,1177.801498,26.74772476,0.006082316,0,1
7074,287,11756,0.194422031,0.067930609,0.168241094,128,1413.076389,34.61478268,0.018617573,0,1
7075,38,11756,0.144466613,0.051687733,0.092876626,35,1149.74359,3.813898103,0.030314847,3.999428653,1
7076,60,11756,0.155118891,0.056679768,0.10374159,47,1139.770492,5.913583397,0.053873796,2.199853343,1
7077,27,11756,0.024356941,0.010457406,0.056471791,5,611.0714286,1.455303224,0.000129455,0,1
7078,146,11756,0.206226664,0.073784444,0.113828383,97,954.1768707,11.93025432,0.057089045,2.62953224,1
7079,39,11756,0.020378479,0.007291078,0.052472906,5,508.075,1.728587225,8.92E-05,0,1
7080,144,11756,0.137002257,0.048251219,0.126329648,64,1397.289655,17.23288254,0.007942634,0,1
7081,411,11756,0.193030853,0.067700114,0.161983952,152,1209.626214,42.38887471,0.021305886,0,1
7082,210,11756,0.179230492,0.063490758,0.122437661,101,1164.246445,20.89444586,0.028148725,0.529403979,1
7083,97,150,0.477252218,0.337040698,0.192893055,50,26.70408163,17.33112583,0.723091288,1.708262156,1
7084,1,861,0.097128586,0.024084153,0.267105853,1,70,0.162412993,0.000252525,0,1
7085,180,177,0.079235422,0.077997152,0.140904824,5,18.8121547,19.12921348,0.021441984,14.98501499,1
7086,45,1644,0.070611891,0.014541129,0.064984877,5,96.97826087,2.711854103,0.00197042,0,1
7087,45,1644,0.098856647,0.054529233,0.071565337,7,132.0652174,3.693009119,0.014436338,7.496251874,1
7088,28,1644,0.053359163,0.013735337,0.084122913,3,147.2758621,2.596352584,0.0001041,0.333222259,1
7089,4,61,0,0,0.171455904,0,1.2,0.096774194,0,0,1
7090,818,2245,0.223284984,0.067095681,0.172444689,78,222.957265,81.30097952,3.72460871,0,1
7091,80,2245,0.127436077,0.039856718,0.128463947,14,389.3209877,14.04051647,0.003789746,0,1
7092,50,2245,0.091772331,0.032501449,0.108847453,8,349.4509804,7.934995548,0.000402385,0.222197534,1
7093,4,101,0,0,0.161586331,0,9.6,0.470588235,0,0,1
7094,12,1373,0.022645541,0.007482297,0.12089341,1,243.6153846,2.304949054,1.16E-05,0,1
7095,19,1373,0.12780193,0.036194525,0.116180353,7,230.45,3.354439592,0.000498758,0,1
7096,2,1373,0,0,0.12979649,0,109.6666667,0.23944687,0,0,1
7097,71,873,0.105409255,0.023918244,0.085260032,6,60.15277778,4.955377574,0.001295882,0,1
7098,17,297,0,0.013653865,0.0750393,0,15.11111111,0.912751678,0.000634518,0,1
7099,3,297,0.080064077,0.028964222,0.138320392,1,12.5,0.167785235,1.96E-06,0,1
7100,367,70,0.188608384,0.086611379,0.199813932,24,12.21195652,63.29577465,0.131642268,14.99500167,1
7101,3,3173,0.085125653,0.017749926,0.147097701,2,682.75,0.860428481,9.53E-05,0,1
7102,9,3173,0.05383819,0.011226039,0.126781884,2,710.6,2.238815375,0.000212283,0,1
7103,36,3173,0.167934854,0.035016838,0.135053814,12,716.2702703,8.349716446,0.000358029,0,1
7104,45,3173,0.100408742,0.02093667,0.108083954,8,491.0652174,7.116887209,0.000248515,1.666111296,1
7105,149,3173,0.048653363,0.010144928,0.07180797,7,204.46,9.662570888,0.000519089,0,1
7106,195,3173,0.133768883,0.02789274,0.123322965,22,346.6683673,21.4073724,0.00215609,0,1
7107,44,3173,0.139587614,0.02910603,0.12751635,11,645.7333333,9.155009452,0.000904531,2.665778074,1
7108,5,3173,0.104257207,0.02173913,0.137595326,3,637.8333333,1.205734089,0.00021478,0,1
7109,35,3173,0.170251306,0.035499851,0.146319045,12,730.1111111,8.281033396,0.001813181,4.997501249,1
7110,101,308,0.110016394,0.050694773,0.08864753,10,19.15686275,6.323624595,0.657901085,0,1
7111,111,694,0.251501515,0.107527572,0.116722564,42,76.32142857,12.29928058,0.287285746,9.498812648,1
7112,26,694,0.073176173,0.021900144,0.08164726,6,63.92592593,2.483453237,0.002625521,6000,1
7113,13,242,0.269374012,0.137158533,0.176542093,8,53.14285714,3.061728395,0.016743989,6.993006993,1
7114,62,573,0.037119617,0.02629322,0.049978483,5,19.46031746,2.135888502,0.005407104,8000,1
7115,25,580,0,0,0.072612111,0,44.03846154,1.970740103,0,0,1
7116,28,1161,0.113431481,0.059922596,0.100480019,10,191.1034483,4.769363167,0.008067883,1.199760048,1
7117,158,24574,0.311618312,0.057165383,0.25418193,111,5049.553459,32.67055951,0.006933932,3.422945271,1
7118,184,24574,0.262865787,0.047837397,0.201698064,101,3865.978378,29.10299084,0.00677211,0,1
7119,23,24574,0.108388746,0.020833757,0.117524279,15,4218.625,4.119918616,0.000695598,2.999250187,1
7120,420,24574,0.231186412,0.043836039,0.160539728,134,2145.111639,36.74840285,0.017247153,0,1
7121,24,24574,0.099118926,0.017861226,0.122884616,14,4290.72,4.364923703,0.000629133,2.499375156,1
7122,94,24574,0.228811212,0.042540716,0.225247507,63,5612.305263,21.69558494,0.00278314,9.831694718,1
7123,37,24574,0.120594097,0.021731051,0.134616065,21,4124.263158,6.377293998,0.003357009,0,1
7124,93,24574,0.248281031,0.044740231,0.193312537,68,4687.117021,17.92834181,0.005992597,2.578811641,1
7125,162,24574,0.327180009,0.057458896,0.137327092,118,2640.374233,17.51296033,0.027045447,0,1
7126,88,24574,0.225141109,0.040570418,0.140608602,60,3648.617978,13.21371312,0.005592387,3.066462236,1
7127,144,24574,0.194025356,0.034963361,0.165754382,66,3445.475862,20.3293591,0.004143609,0,1
7128,42,24574,0.194342071,0.035020433,0.229825539,36,7920.860465,13.85949135,0.000903092,34.96503497,1
7129,7,24574,0.075093926,0.011276602,0.112297632,6,4043.875,1.316419125,0.000414891,0,1
7130,414,24574,0.317998884,0.058869051,0.189632427,183,2681.515663,45.2829705,28.76823977,8.885309639,1
7131,64,24574,0.201975972,0.035604843,0.151537024,46,4150.384615,10.97761953,0.00821511,0,1
7132,1,24574,0.025031309,0.004510641,0.14022509,1,1290,0.104984741,0.000111508,0,1
7133,48,24574,0.197226434,0.036451482,0.229389209,39,7236.163265,14.4281587,0.001569355,38.96103896,1
7134,174,24574,0.256892108,0.047256362,0.21382963,96,4079.297143,29.0489115,0.005175776,3.454388437,1
7135,177,24574,0.246758148,0.044943935,0.123338434,93,2256.247191,16.34229908,1.743927274,0,1
7136,10,24574,0.074713701,0.013463406,0.093598316,7,2667.363636,1.193936928,0.00129525,0,1
7137,100,24574,0.225433182,0.039988315,0.205706118,64,5117.257426,21.03125127,0.00217787,3.922775171,1
7138,26,24574,0.143065846,0.025780459,0.120591179,21,4574.555556,5.025961343,0.001462653,2.499583403,1
7139,14,24574,0.082261275,0.014823478,0.10217846,9,3936.933333,2.40301119,0.001170179,0,1
7140,135,24574,0.291407237,0.053605563,0.239261343,96,5106.308824,28.25871821,0.005266287,5.124679708,1
7141,18,24574,0.097454747,0.016097896,0.084714064,12,2751.473684,2.127283825,0.001679152,1.399720056,1
7142,10,24574,0.074713701,0.013463406,0.103985289,7,4178.272727,1.870233978,0.000773284,0,1
7143,28,24574,0.164338593,0.029613807,0.206628434,25,7845.931034,9.258677518,0.000996267,5.248687828,1
7144,28,24574,0.098603156,0.016583732,0.089701175,15,2889.724138,3.410050865,0.000657472,0,1
7145,42,24574,0.161951726,0.029183694,0.159718602,30,5241.232558,9.170824008,0.001809058,8.997001,1
7146,44,24574,0.17942015,0.032331503,0.182694198,34,6094.866667,11.1604883,0.001042002,4.665889018,1
7147,48,24574,0.192169345,0.035540195,0.22427728,38,6983.183673,13.92374364,0.001222699,38.96103896,1
7148,155,24574,0.303263423,0.055158785,0.216092729,107,4487.012821,28.48317396,0.007587925,4.499775011,1
7149,134,24574,0.216316685,0.040078293,0.174804615,71,3699.355556,20.3219939,0.004328199,0,1
7150,59,24574,0.173662691,0.032117536,0.185468279,38,5434.816667,13.2691353,0.001668203,3.874515686,1
7151,100,24574,0.246567543,0.045066196,0.193908353,70,4874.445545,20.03332655,0.004178802,4.461195293,1
7152,19,24574,0.126649517,0.022822238,0.117359804,16,4610.7,3.752349949,0.001155336,0,1
7153,10,24574,0.064040315,0.011540062,0.106260294,6,3564.272727,1.595401831,0.000473825,0,1
7154,120,24574,0.209179551,0.038274056,0.177242819,65,3948.636364,19.44191251,0.003569978,2.526182832,1
7155,35,24574,0.088499041,0.015947523,0.091908905,15,2683.472222,3.931027467,0.001435886,1.499750042,1
7156,269,194,0.032824398,0.017432545,0.049892982,4,6.785185185,9.394871795,0.004831975,7000,1
7157,1,116,0.23570226,0,0.290731113,1,12,0.205128205,1.31E-06,0,1
7158,200,2001,0.31726645,0.096161177,0.166981288,56,291.7263682,29.28921079,0.011792594,0,1
7159,141,2001,0.296580542,0.125660445,0.134234895,44,249.5422535,17.6998002,0.055947707,1.124964845,1
7160,58,2001,0.324167774,0.113476665,0.135431737,31,340.6101695,10.03796204,0.0276289,0.77269215,1
7161,335,2001,0.280442924,0.086567858,0.155255413,64,230.8511905,38.74425574,2.456164015,0,1
7162,2,6326,0,0.007258393,0.272280553,0,334,0.158368895,0.000145117,0,1
7163,48,6326,0.055502049,0.010775918,0.094569447,4,191.5714286,1.483641536,0.39344853,0,1
7164,29,6326,0.159598553,0.016067137,0.132476454,9,334.4,1.585585586,0.006155591,0,1
7165,2,6326,0,0.007258393,0.255237749,0,39.66666667,0.018808282,0.000644745,0,1
7166,3,6326,0,0,0.226059705,0,125.75,0.079500553,0,0,1
7167,3,6326,0.048564293,0.006285952,0.229378222,1,280,0.177019124,1.62E-05,0,1
