,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Resource_allocation_index,Within_inter_cluster,Label
6851,27,18478,0,15,2946.571429,4.464743763,0.000935712,0,1
6852,3,18478,0,3,4614.5,0.998863575,8.27E-05,0,1
6853,84,18478,0,54,3930.423529,18.07922507,0.002485191,6.856163405,1
6854,67,18478,0,46,4330.294118,15.93484496,0.00192635,6.665555741,1
6855,122,18478,0,70,3272.105691,21.7798041,0.004518533,3.117463679,1
6856,392,18478,0,207,2106.244275,44.79430705,0.030703108,1.943634597,1
6857,149,18478,0,55,2614.56,21.22322637,0.002802534,0,1
6858,27,18478,0,13,4605.5,6.978407923,0.000832728,5.497251374,1
6859,37,18478,0,28,5933.763158,12.20212133,0.00049858,5.998500375,1
6860,182,18478,0,106,2821.743169,27.94409871,0.011889609,2.117584777,1
6861,54,18478,0,34,4489,13.36084204,0.001694663,2.090719026,1
6862,55,2048,0,21,197.5178571,5.398243045,0.046016305,14.49275362,1
6863,733,2048,0,104,173.8923706,62.29233773,0.019419249,0,1
6864,109,2048,0,25,162.3181818,8.714006833,0.022022368,1.908917371,1
6865,1126,2048,0,130,143.5022183,78.92972182,0.034203423,0,1
6866,210,2048,0,52,236.4218009,24.34602245,0.012269946,0,1
6867,7,2048,0,1,288.625,1.126891166,8.56E-06,0,1
6868,42,2048,0,20,193.9767442,4.070766227,0.012788371,4.248937766,1
6869,81,2048,0,39,280.4756098,11.22449976,0.01764205,2.666444463,1
6870,290,233,0,20,26.54295533,33.00854701,0.004863516,1.856877589,1
6871,14,1674,0,7,208.6666667,1.868656716,0.006785944,5.994005994,1
6872,137,1674,77,30,242.4637681,19.9761194,0.223011763,0,1
6873,51,1674,0,16,174.6923077,5.423283582,0.012515534,1.999666722,1
6874,130,1674,0,38,224.4732824,17.5558209,0.004445087,0,1
6875,770,1674,0,130,142.6640726,65.6680597,0.030353248,0,1
6876,2950,108,2,2,2.168078617,58.69724771,0.042492266,0,1
6877,9,2386,0,0,105.4,0.441558442,0,0,1
6878,1,2386,0,0,75,0.062840385,0,0,1
6879,172,831,91,50,122.3641618,25.44350962,0.221177421,5.555246931,1
6880,173,831,0,85,157.5862069,32.95673077,0.047236326,3.549822509,1
6881,22,158,0,1,6.869565217,0.993710692,0.006952231,0,1
6882,49,1376,0,18,143.54,5.212055192,0.020523722,5.331556148,1
6883,97,1376,0,28,212.8367347,15.14742193,0.00906685,1.545314062,1
6884,25,1376,0,11,269.9615385,5.097312999,0.00318233,1.399720056,1
6885,32,1376,0,10,258.969697,6.206245461,0.001506227,0.666555574,1
6886,11,1376,0,7,226.5833333,1.974582426,0.006121645,0,1
6887,261,1862,18,11,75.5648855,10.62694579,0.076668314,5.570632767,1
6888,603,1862,278,111,177.1953642,57.44820183,0.853197607,0,1
6889,325,1862,69,19,133.1349693,23.29683306,0.22275516,0,1
6890,99,1862,0,4,77.21,4.144390768,0.018002389,1.199760048,1
6891,36,38,0,9,2.162162162,2.051282051,0.020499599,1.249687578,1
6892,3,1421,0,0,46.25,0.130098453,0,0,1
6893,50,1421,0,4,167.372549,6.00281294,6.47E-05,0,1
6894,102,275,0,1,22.08737864,8.242753623,0.000367107,1000,1
6895,748,275,17,7,17.58744993,47.72826087,0.091020361,3.33277787,1
6896,64,33629,0,36,7671.092308,14.82667261,0.00113958,5.499083486,1
6897,84,33629,0,38,5510.576471,13.9280107,0.000934682,2.817925643,1
6898,99,33629,0,42,3937.88,11.70942611,0.004541541,4.874390701,1
6899,8,33629,0,6,5963.555556,1.595955992,0.000140509,0,1
6900,72,33629,0,37,7681.479452,16.67404103,0.000806827,8.747813047,1
6901,4,33629,0,2,3710.8,0.551709783,0.000174553,0,1
6902,30,33629,0,21,10410.70968,9.596550699,0.000344738,6.331222926,1
6903,8,33629,0,6,8370.777778,2.240172465,0.000146745,0,1
6904,23,33629,0,16,10387.54167,7.413053821,0.000255337,16.98301698,1
6905,21,33629,0,12,7534.363636,4.928813559,0.000513973,4.997501249,1
6906,84,33629,0,44,5774.129412,14.59414213,0.001222656,5.427796029,1
6907,77,33629,0,53,7508.307692,17.41445138,0.002507538,6.999000143,1
6908,18,33629,0,7,5565.736842,3.144484092,6.01E-05,0,1
6909,10,33629,0,6,9884.636364,3.233154921,7.44E-05,0,1
6910,444,33629,0,146,2614.505618,34.59574784,0.018681081,2.666603176,1
6911,36,33629,0,29,9876.027027,10.8656854,0.000646554,13.9930035,1
6912,719,33629,0,191,1873.6375,40.11355932,0.029107786,1.607574588,1
6913,222,33629,0,81,3584.309417,23.76749926,0.005386077,0,1
6914,169,33629,0,40,2556.9,12.92515611,0.004133259,0,1
6915,91,33629,0,59,7328.01087,20.04689266,0.002708036,4.454140533,1
6916,28,33629,0,18,8425.758621,7.265744871,0.000490355,0,1
6917,199,33629,0,68,3288.835,19.55893547,0.008169314,1.879924803,1
6918,47,33629,0,19,4286.5625,6.118198037,0.000847132,1.714040851,1
6919,10,33629,0,4,4515.090909,1.476836158,5.87E-05,0,1
6920,104,33629,0,67,6863.066667,21.42795123,0.00611632,3.799746684,1
6921,43,33629,0,30,8549.818182,11.1862028,0.000690818,2.399760024,1
6922,57,33629,0,33,7239.12069,12.48495391,0.00184821,3.374578178,1
6923,5,33629,0,2,3797,0.677430865,1.79E-05,0,1
6924,88,33629,0,55,7415.561798,19.62488849,0.00156368,3.916340305,1
6925,32,33629,0,24,11336.0303,11.12366934,0.00040351,23.97602398,1
6926,63,33629,0,41,8751.421875,16.65450491,0.000864295,9.497625594,1
6927,39,33629,0,29,11132.3,13.24091585,0.000500178,28.97102897,1
6928,253,33629,0,87,2938.996063,22.19759144,0.009618862,1.999935486,1
6929,266,33629,0,109,3709.430712,29.45043116,0.010850353,2.935389181,1
6930,44,33629,0,30,9360.311111,12.52494796,0.000885612,31.96803197,1
6931,35,33629,0,22,9584.861111,10.26033304,0.000412891,23000,1
6932,34,33629,0,26,10986.4,11.43395778,0.000462658,25.97402597,1
6933,209,33629,0,68,3579.285714,22.35057984,0.003427415,4.213984715,1
6934,83,33629,0,40,6196.559524,15.47757954,0.001275537,3.499650035,1
6935,1,33629,0,1,3741.5,0.222509664,7.25E-06,0,1
6936,56,33629,0,39,9568.192982,16.21727624,0.001192096,9.247688078,1
6937,5,33629,0,5,10759.5,1.919625335,0.000587841,0,1
6938,8,33629,0,5,4268.333333,1.142283675,0.000145315,0,1
6939,26,33629,0,13,6110.37037,4.905738924,0.000264633,0,1
6940,49,33629,0,34,9804.98,14.57772822,0.001164485,16.49175412,1
6941,4,33629,0,1,2083.4,0.309753197,7.25E-06,0,1
6942,71,33629,0,40,7371.888889,15.78281296,0.001421944,9.497625594,1
6943,49,33629,0,37,10281.56,15.286292,0.000809191,8.497875531,1
6944,61,33629,0,37,6837.612903,12.60576866,0.001633684,7.198560288,1
6945,11,33629,0,4,2167.25,0.773327386,0.000534047,0,1
6946,40,33629,0,14,3952.512195,4.818703539,0.000346019,0.749906262,1
6947,119,33629,0,60,5472.083333,19.52572108,0.003819794,5.888234641,1
6948,44,33629,0,25,5749.155556,7.69289325,0.001969528,4.199160168,1
6949,32,33629,0,21,10512.60606,10.31567053,0.000353834,21.97802198,1
6950,27,33629,0,20,10778.14286,8.973773417,0.000313459,8.995502249,1
6951,40,33629,0,31,9956.365854,12.13829914,0.000748705,6.748312922,1
6952,25,33629,0,21,12331.15385,9.533452275,0.000320947,9.995002499,1
6953,17,33629,0,7,5691.5,3.046297948,0.000194296,0,1
6954,22,285,0,8,120.7391304,9.70979021,0.000316828,0,1
6955,1021,285,0,31,38.85127202,138.8321678,0.002875773,1.818016544,1
6956,342,22632,0,161,3118.749271,47.26421597,0.011787249,0,1
6957,80,22632,0,52,5173.679012,18.51579552,0.00193615,6.427653192,1
6958,77,22632,0,55,6321.961538,21.78734591,0.002810335,5.999250094,1
6959,15,22632,0,10,8462.9375,5.982724341,0.000173206,0,1
6960,82,22632,0,47,4900.590361,17.97150179,0.003201886,2.615183447,1
6961,33,22632,0,25,7697.382353,11.56324835,0.000460215,25000,1
6962,28,22632,0,16,7556.931034,9.682808289,0.000287352,0,1
6963,51,22632,0,36,6719.576923,15.43843061,0.001004404,6.198760248,1
6964,6,22632,0,4,4082.142857,1.262537003,0.000112327,0,1
6965,23,22632,0,19,3066.25,3.251447002,0.003768278,1.714040851,1
6966,59,22632,0,34,3770.483333,9.99553749,0.001678046,5.798840232,1
6967,33,22632,0,28,8946.617647,13.43988866,0.000539551,26.97302697,1
6968,77,22632,0,40,3476.948718,11.98259179,0.003371136,3.444061771,1
6969,2,22632,0,1,387.3333333,0.051340962,0.000330579,0,1
6970,10,22632,0,10,8234.090909,4.001899881,0.000303497,0,1
6971,46,22632,0,29,6150.978723,12.77320726,0.001493495,4.799040192,1
6972,14,22632,0,10,7092,4.700216498,0.000229275,0,1
6973,57,22632,0,44,6803.051724,17.433703,0.001250162,6.332277954,1
6974,22,22632,0,14,7896.478261,8.024521716,0.000232534,0,1
6975,319,22632,0,166,3187.696875,45.0697212,0.014030399,4.354698236,1
6976,30,22632,0,21,6376.677419,8.734016701,0.000721633,4.248937766,1
6977,236,22632,0,134,3866.43038,40.48707639,0.011480186,4.825877136,1
6978,76,22632,0,58,6003,20.4228781,0.002727698,6.249218848,1
6979,13,22632,0,12,9981.214286,6.174037909,0.000392514,0,1
6980,125,22632,0,83,6036.111111,33.60358768,0.002383463,3.420872586,1
6981,25,22632,0,14,4520.230769,5.19268325,0.000441918,14000,1
6982,201,22632,0,96,3705.668317,33.0731675,0.00640296,0,1
6983,206,22632,0,98,3288.772947,30.07891132,0.007452682,2.62953224,1
6984,103,22632,0,71,6462.894231,29.69738877,0.002621079,4.461195293,1
6985,84,22632,0,53,5501.529412,20.66142359,0.002555519,4.299570043,1
6986,151,22632,0,78,4157.927632,27.92404896,0.008403809,0,1
6987,60,22632,0,51,5370.622951,14.47479344,0.007676606,2.058702429,1
6988,222,22632,0,72,1065.044843,10.49374807,0.017762014,0,1
6989,61,22632,0,45,7408.080645,20.29342111,0.001268548,6.498916847,1
6990,229,22632,0,138,3798.243478,38.59832987,0.011464133,3.928431127,1
6991,12,22632,0,7,4977.153846,2.858790262,0.000208768,0,1
6992,88,22632,0,75,2754.797753,10.83272213,0.022467381,1.272688706,1
6993,1155,22632,0,394,1461.92128,74.66889056,0.088807143,0,1
6994,41,22632,0,30,6567.857143,12.18795564,0.000904833,5.198960208,1
6995,53,22632,0,39,6853.055556,16.35068263,0.001288663,8.747813047,1
6996,15,22632,0,10,8354.375,5.905977997,0.000141329,0,1
6997,114,22632,0,66,4234.086957,21.51371891,0.004091845,4.153526652,1
6998,57,22632,0,39,7536.103448,19.31224318,0.001042458,37.96203796,1
6999,132,22632,0,81,4587.097744,26.95550744,0.004631727,3.555358036,1
7000,138,22632,0,88,5375.913669,33.01603853,0.00413826,4.499718768,1
7001,26,22632,0,17,6372.592593,7.602173817,0.000395233,1.833027829,1
7002,125,22632,0,79,4182.452381,23.28409844,0.004315141,6.181256249,1
7003,162,22632,0,87,3614.110429,26.02836566,0.00657071,3.833120382,1
7004,84,22632,0,62,5481.129412,20.58480979,0.002541585,4.726843014,1
7005,71,22632,0,52,6291.902778,20.01577343,0.00230995,4.888345739,1
7006,98,22632,0,65,6002.040404,26.25378872,0.001917364,5.499450055,1
7007,1026,22632,0,355,1444.634859,65.55206999,0.100653584,1.556327068,1
7008,75,22632,363,37,5601.263158,18.80864225,2.339503378,0,1
7009,46,516,0,17,75.78723404,6.889748549,0.01016923,0,1
7010,849,690,0,41,116.9552941,143.8668596,0.003418501,0.18181405,1
7011,219,690,0,35,209.4,66.66859624,0.001804086,0,1
7012,351,80,11,5,6.34375,27.56790123,0.051224423,3.665444852,1
7013,20,3601,0,5,451.4761905,2.632148806,7.33E-05,0,1
7014,203,3601,0,39,391.6029412,22.17851194,0.000999856,0,1
7015,2,3601,0,0,212.6666667,0.17712382,0,0,1
7016,1,583,0,0,14.5,0.049657534,0,0,1
7017,100,1347,0,71,116.7425743,8.747032641,0.111390322,4.461195293,1
7018,584,1347,156,256,87.4034188,37.9310089,1.185587018,0,1
7019,22,133,0,7,17.17391304,2.947761194,0.021887771,6.993006993,1
7020,3653,133,0,17,3.712917351,101.2462687,0.041165395,0,1
7021,15,1975,0,2,95.3125,0.771761134,8.56E-06,0,1
7022,386,1975,75,31,84.62015504,16.57287449,0.312068457,0,1
7023,2,1975,0,1,155,0.235323887,1.31E-06,0,1
7024,3,1975,0,0,93.75,0.189777328,0,0,1
7025,82,1975,0,14,108.3493976,4.55111336,0.002807773,0,1
7026,83,1975,0,8,129.8690476,5.520748988,0.001969088,0,1
7027,1,1975,0,0,66,0.066801619,0,0,1
7028,34,663,0,3,73.74285714,3.887048193,0.002656367,0,1
7029,189,176,0,19,16.22631579,17.4180791,0.016864056,5.331556148,1
7030,72,209,5,31,38.30136986,13.31428571,0.10266988,16.49175412,1
7031,2001,325,14,13,8.84015984,54.28834356,0.0551973,0,1
7032,9,308,0,4,59.6,1.928802589,0.00011119,0,1
7033,702,2408,294,64,188.1963016,54.91988377,1.053191863,0,1
7034,720,2408,97,71,137.4174757,41.12826899,0.46369769,0,1
7035,27,2408,0,2,282.1785714,3.279784143,3.31E-05,0,1
7036,1,296,0,1,32,0.215488215,0.00031746,0,1
7037,40,1379,0,18,107.6341463,3.197826087,0.030216224,2.99940012,1
7038,49,1379,0,19,173.02,6.26884058,0.004493103,1.374828146,1
7039,9,1379,0,2,119.9,0.86884058,6.04E-05,0,1
7040,10,1379,0,3,172.8181818,1.377536232,0.000569517,0,1
7041,17,441,13,6,85.83333333,3.495475113,0.215361628,0,1
7042,220,441,0,18,87.75565611,43.87782805,0.00049432,0,1
7043,155,492,12,4,20.12820513,6.369168357,0.117300918,12000,1
7044,593,546,75,72,86.27441077,93.68738574,0.220812472,3.833173618,1
7045,129,1079,0,53,133.5615385,16.07685185,0.022477164,3.416381968,1
7046,62,1079,0,32,114.2539683,6.664814815,0.024018311,1.461426044,1
7047,11,922,0,3,145.75,1.894907909,4.52E-05,0,1
7048,9,2235,0,0,173.9,0.777728086,0,0,1
7049,294,421,24,12,24.32542373,17.00473934,0.07222561,30000,1
7050,97,1590,8,5,66.89795918,4.120678818,0.022336107,0,1
7051,308,1590,133,34,85.61165049,16.62727844,0.879430983,6.952049902,1
7052,120,3897,0,22,470.5867769,14.60774756,0.000651442,0,1
7053,18,3897,0,5,427.7368421,2.084915341,0.005418698,0,1
7054,65,3897,0,25,803.2121212,13.59979477,0.000533981,0,1
7055,216,3897,0,23,274.8294931,15.29964084,0.003902639,0,1
7056,18,3897,0,2,276.6315789,1.348383787,0.001348482,0,1
7057,21,3897,0,2,257.7727273,1.45484864,0.002069904,0,1
7058,133,3897,0,30,585.9850746,20.1441765,0.003200016,0,1
7059,7,3897,0,0,272.125,0.558491534,0,0,1
7060,18,3897,0,1,364.7368421,1.777834787,1.45E-05,0,1
7061,24,3897,0,3,439.48,2.818624936,3.37E-05,0,1
7062,37,1863,0,6,309.1578947,6.302575107,0.000605309,0,1
7063,209,1863,67,22,118.8190476,13.38626609,0.219780157,2.649867507,1
7064,930,1863,669,92,213.4189044,106.5949571,3.888315286,0,1
7065,6,58,0,1,10.42857143,1.237288136,0.001876173,0,1
7066,17,11756,0,13,1699.444444,2.601854215,0.006847267,0.624921885,1
7067,32,11756,0,17,1818.424242,5.104023135,0.001725738,0,1
7068,376,11756,0,133,1172.984085,37.61291146,0.012126145,0,1
7069,63,11756,0,33,1879.859375,10.23313771,0.000972367,0,1
7070,553,11756,794,222,743.7310469,35.04524964,3.658753407,0,1
7071,28,11756,0,14,1949.172414,4.807859148,0.000542987,0,1
7072,41,11756,0,14,164.4285714,0.587394744,0.034995808,0.999857163,1
7073,266,11756,0,86,1177.801498,26.74772476,0.006082316,0,1
7074,287,11756,0,128,1413.076389,34.61478268,0.018617573,0,1
7075,38,11756,0,35,1149.74359,3.813898103,0.030314847,3.999428653,1
7076,60,11756,0,47,1139.770492,5.913583397,0.053873796,2.199853343,1
7077,27,11756,0,5,611.0714286,1.455303224,0.000129455,0,1
7078,146,11756,0,97,954.1768707,11.93025432,0.057089045,2.62953224,1
7079,39,11756,0,5,508.075,1.728587225,8.92E-05,0,1
7080,144,11756,0,64,1397.289655,17.23288254,0.007942634,0,1
7081,411,11756,0,152,1209.626214,42.38887471,0.021305886,0,1
7082,210,11756,0,101,1164.246445,20.89444586,0.028148725,0.529403979,1
7083,97,150,51,50,26.70408163,17.33112583,0.723091288,1.708262156,1
7084,1,861,0,1,70,0.162412993,0.000252525,0,1
7085,180,177,0,5,18.8121547,19.12921348,0.021441984,14.98501499,1
7086,45,1644,0,5,96.97826087,2.711854103,0.00197042,0,1
7087,45,1644,0,7,132.0652174,3.693009119,0.014436338,7.496251874,1
7088,28,1644,0,3,147.2758621,2.596352584,0.0001041,0.333222259,1
7089,4,61,0,0,1.2,0.096774194,0,0,1
7090,818,2245,535,78,222.957265,81.30097952,3.72460871,0,1
7091,80,2245,0,14,389.3209877,14.04051647,0.003789746,0,1
7092,50,2245,0,8,349.4509804,7.934995548,0.000402385,0.222197534,1
7093,4,101,0,0,9.6,0.470588235,0,0,1
7094,12,1373,0,1,243.6153846,2.304949054,1.16E-05,0,1
7095,19,1373,0,7,230.45,3.354439592,0.000498758,0,1
7096,2,1373,0,0,109.6666667,0.23944687,0,0,1
7097,71,873,0,6,60.15277778,4.955377574,0.001295882,0,1
7098,17,297,0,0,15.11111111,0.912751678,0.000634518,0,1
7099,3,297,0,1,12.5,0.167785235,1.96E-06,0,1
7100,367,70,20,24,12.21195652,63.29577465,0.131642268,14.99500167,1
7101,3,3173,0,2,682.75,0.860428481,9.53E-05,0,1
7102,9,3173,0,2,710.6,2.238815375,0.000212283,0,1
7103,36,3173,0,12,716.2702703,8.349716446,0.000358029,0,1
7104,45,3173,0,8,491.0652174,7.116887209,0.000248515,1.666111296,1
7105,149,3173,0,7,204.46,9.662570888,0.000519089,0,1
7106,195,3173,0,22,346.6683673,21.4073724,0.00215609,0,1
7107,44,3173,0,11,645.7333333,9.155009452,0.000904531,2.665778074,1
7108,5,3173,0,3,637.8333333,1.205734089,0.00021478,0,1
7109,35,3173,0,12,730.1111111,8.281033396,0.001813181,4.997501249,1
7110,101,308,55,10,19.15686275,6.323624595,0.657901085,0,1
7111,111,694,66,42,76.32142857,12.29928058,0.287285746,9.498812648,1
7112,26,694,0,6,63.92592593,2.483453237,0.002625521,6000,1
7113,13,242,0,8,53.14285714,3.061728395,0.016743989,6.993006993,1
7114,62,573,0,5,19.46031746,2.135888502,0.005407104,8000,1
7115,25,580,0,0,44.03846154,1.970740103,0,0,1
7116,28,1161,0,10,191.1034483,4.769363167,0.008067883,1.199760048,1
7117,158,24574,0,111,5049.553459,32.67055951,0.006933932,3.422945271,1
7118,184,24574,0,101,3865.978378,29.10299084,0.00677211,0,1
7119,23,24574,0,15,4218.625,4.119918616,0.000695598,2.999250187,1
7120,420,24574,0,134,2145.111639,36.74840285,0.017247153,0,1
7121,24,24574,0,14,4290.72,4.364923703,0.000629133,2.499375156,1
7122,94,24574,0,63,5612.305263,21.69558494,0.00278314,9.831694718,1
7123,37,24574,0,21,4124.263158,6.377293998,0.003357009,0,1
7124,93,24574,0,68,4687.117021,17.92834181,0.005992597,2.578811641,1
7125,162,24574,0,118,2640.374233,17.51296033,0.027045447,0,1
7126,88,24574,0,60,3648.617978,13.21371312,0.005592387,3.066462236,1
7127,144,24574,0,66,3445.475862,20.3293591,0.004143609,0,1
7128,42,24574,0,36,7920.860465,13.85949135,0.000903092,34.96503497,1
7129,7,24574,0,6,4043.875,1.316419125,0.000414891,0,1
7130,414,24574,3702,183,2681.515663,45.2829705,28.76823977,8.885309639,1
7131,64,24574,0,46,4150.384615,10.97761953,0.00821511,0,1
7132,1,24574,0,1,1290,0.104984741,0.000111508,0,1
7133,48,24574,0,39,7236.163265,14.4281587,0.001569355,38.96103896,1
7134,174,24574,0,96,4079.297143,29.0489115,0.005175776,3.454388437,1
7135,177,24574,349,93,2256.247191,16.34229908,1.743927274,0,1
7136,10,24574,0,7,2667.363636,1.193936928,0.00129525,0,1
7137,100,24574,0,64,5117.257426,21.03125127,0.00217787,3.922775171,1
7138,26,24574,0,21,4574.555556,5.025961343,0.001462653,2.499583403,1
7139,14,24574,0,9,3936.933333,2.40301119,0.001170179,0,1
7140,135,24574,0,96,5106.308824,28.25871821,0.005266287,5.124679708,1
7141,18,24574,0,12,2751.473684,2.127283825,0.001679152,1.399720056,1
7142,10,24574,0,7,4178.272727,1.870233978,0.000773284,0,1
7143,28,24574,0,25,7845.931034,9.258677518,0.000996267,5.248687828,1
7144,28,24574,0,15,2889.724138,3.410050865,0.000657472,0,1
7145,42,24574,0,30,5241.232558,9.170824008,0.001809058,8.997001,1
7146,44,24574,0,34,6094.866667,11.1604883,0.001042002,4.665889018,1
7147,48,24574,0,38,6983.183673,13.92374364,0.001222699,38.96103896,1
7148,155,24574,0,107,4487.012821,28.48317396,0.007587925,4.499775011,1
7149,134,24574,0,71,3699.355556,20.3219939,0.004328199,0,1
7150,59,24574,0,38,5434.816667,13.2691353,0.001668203,3.874515686,1
7151,100,24574,0,70,4874.445545,20.03332655,0.004178802,4.461195293,1
7152,19,24574,0,16,4610.7,3.752349949,0.001155336,0,1
7153,10,24574,0,6,3564.272727,1.595401831,0.000473825,0,1
7154,120,24574,0,65,3948.636364,19.44191251,0.003569978,2.526182832,1
7155,35,24574,0,15,2683.472222,3.931027467,0.001435886,1.499750042,1
7156,269,194,1,4,6.785185185,9.394871795,0.004831975,7000,1
7157,1,116,0,1,12,0.205128205,1.31E-06,0,1
7158,200,2001,0,56,291.7263682,29.28921079,0.011792594,0,1
7159,141,2001,0,44,249.5422535,17.6998002,0.055947707,1.124964845,1
7160,58,2001,0,31,340.6101695,10.03796204,0.0276289,0.77269215,1
7161,335,2001,417,64,230.8511905,38.74425574,2.456164015,0,1
7162,2,6326,0,0,334,0.158368895,0.000145117,0,1
7163,48,6326,16,4,191.5714286,1.483641536,0.39344853,0,1
7164,29,6326,0,9,334.4,1.585585586,0.006155591,0,1
7165,2,6326,0,0,39.66666667,0.018808282,0.000644745,0,1
7166,3,6326,0,0,125.75,0.079500553,0,0,1
7167,3,6326,0,1,280,0.177019124,1.62E-05,0,1
7168,85,6326,47,23,163.3953488,2.2209578,0.664504109,0,1
7169,1,6326,0,0,37.5,0.011853959,0,0,1
7170,129,6326,0,9,411.5076923,8.455192034,0.000415035,0,1
7171,6,6326,0,1,354,0.391654813,0.001978832,0,1
7172,1,6326,0,0,253.5,0.080132764,0,0,1
7173,1,6326,0,0,380.5,0.120278173,0,0,1
7174,5,6326,0,2,677,0.642010431,0.000449212,0,1
7175,21,1316,45,2,59.59090909,0.995444191,3.26700833,0,1
7176,1,1316,0,1,173,0.262718299,1.31E-06,0,1
7177,14,1316,0,0,55.4,0.630979499,0,0,1
7178,3,865,0,1,16.75,0.077367206,0.000653595,0,1
7179,1,149,0,0,2.5,0.033333333,0,0,1
7180,1,149,0,1,20,0.266666667,0.005813953,0,1
7181,902,255,6,27,17.89811739,63.1328125,0.073349041,7.398520296,1
7182,9,255,0,4,31.4,1.2265625,0.002491077,0,1
7183,12,5261,0,2,362.2307692,0.89490688,1.08E-05,0,1
7184,37,5261,0,7,286.6842105,2.070315469,0.001224076,0,1
7185,114,5261,0,45,221.9826087,4.851387305,0.024043545,0,1
7186,16,5261,0,6,69.11764706,0.223299126,0.016097544,0,1
7187,8,5261,0,3,246.4444444,0.421512733,0.003625429,0,1
7188,1,5261,0,0,102.5,0.038958571,0,0,1
7189,26,5261,0,11,364.1481481,1.868491068,0.005187671,0,1
7190,59,5261,0,12,208.1,2.37286203,0.005041006,0,1
7191,287,5261,106,52,167.2430556,9.153553782,0.268989356,0,1
7192,1,5261,0,0,50.5,0.019194223,0,0,1
7193,2,5261,0,1,617,0.351767389,9.12E-05,0,1
7194,6,5261,0,0,179.8571429,0.239262638,0,0,1
7195,4,5261,0,3,654.4,0.6218168,0.000760856,0,1
7196,6,323,0,4,29.85714286,0.645061728,0.011758189,4000,1
7197,143,323,0,4,10.28472222,4.570987654,0.001120567,0.99950025,1
7198,78,323,0,1,8.835443038,2.154320988,0.000956023,1000,1
7199,5,180,0,2,22.5,0.745856354,0.0007157,0,1
7200,220,180,8,12,7.864253394,9.602209945,0.098507876,2.999250187,1
7201,34,457,0,0,24.17142857,1.847161572,0,0,1
7202,5,457,0,1,53.5,0.700873362,3.76E-05,0,1
7203,79,457,0,10,45.8,8,0.00130681,0.99980004,1
7204,4,7016,0,2,1314,0.936297563,5.07E-05,0,1
7205,159,7016,0,42,982.8875,22.4115719,0.002098672,2.142704093,1
7206,162,7016,0,49,734.7668712,17.06812028,0.008068477,0,1
7207,15,7016,0,8,1483.375,3.382357133,0.000129196,0,1
7208,10,7016,0,4,917.5454545,1.438363973,0.000289996,0,1
7209,350,7016,0,87,838.965812,41.96622488,0.007360477,2.791550352,1
7210,84,7016,0,40,1452.176471,17.59085079,0.00216677,3.666259305,1
7211,107,7016,0,45,1296.888889,19.96066695,0.00150405,3.599640036,1
7212,280,7016,0,100,927.341637,37.13595554,0.011581339,2.851746232,1
7213,53,7016,0,31,1398.444444,10.76186404,0.00153926,7.248187953,1
7214,754,431,15,0,15.30066225,26.74074074,0.083984773,0,1
7215,449,1959,0,54,313.7577778,72.03622449,0.002529961,2.352802776,1
7216,1530,1959,889,76,163.9712606,128.0816327,6.33562593,6.306400755,1
7217,468,1959,0,63,353.4925373,84.58571429,0.002224076,4.66627781,1
7218,37,1959,0,11,465.4473684,9.023979592,0.000388757,12000,1
7219,128,2830,0,60,692.5968992,31.5595196,0.009960638,3.133124458,1
7220,188,2830,0,71,521.1005291,34.78912045,0.020332059,1.962890263,1
7221,36,2830,0,25,941.4594595,12.30448605,0.003830064,4.399120176,1
7222,75,2830,364,39,626.9078947,16.82974214,3.215139765,1.626749107,1
7223,123,2830,0,63,715.3467742,31.33274461,0.009232098,2.090814054,1
7224,54,2830,0,33,953.9272727,18.53267397,0.003368804,1.833180568,1
7225,20,2830,0,7,459.3333333,3.407276581,0.00086876,0,1
7226,36,2830,0,18,711.972973,9.305192511,0.001304664,1.999666722,1
7227,1336,76,16,4,3.787584144,65.76623377,0.264565093,0,1
7228,24,76,0,2,8.56,2.779220779,0.033591327,1.998001998,1
7229,60,275,0,17,26.03278689,5.753623188,0.087671264,8.995502249,1
7230,45,275,0,1,10.2826087,1.713768116,9.45E-06,0,1
7231,48,270,0,4,14.48979592,2.619926199,0.026151151,5.994005994,1
7232,79,1608,0,5,92.3875,4.593536358,0.000335113,0,1
7233,3,1608,0,0,29,0.072094469,0,0,1
7234,69,8967,0,18,845.3142857,6.598126673,0.001261918,0,1
7235,24,8967,0,13,1613.6,4.498215879,0.000509941,0,1
7236,6,8967,0,2,1159.714286,0.905218555,3.94E-05,0,1
7237,35,8967,0,22,1989.833333,7.987734166,0.000849387,2.666222296,1
7238,228,8967,0,98,1532.969432,39.14473684,0.005491889,3.666492072,1
7239,28,8967,0,11,1178.103448,3.809656557,0.000957466,9.99000999,1
7240,34,8967,0,14,851.2,3.322033898,0.000680843,0,1
7241,11,8967,0,7,2542.583333,3.40220785,0.000138544,0,1
7242,60,8967,111,36,1886.295082,12.83050847,0.239910718,0,1
7243,32,8967,12,6,470.2727273,1.730486173,0.084570943,0,1
7244,101,8967,0,57,2107.156863,23.96632471,0.00224722,4.799520048,1
7245,203,8967,0,61,991.745098,22.55976806,0.004235101,0,1
7246,136,8967,0,66,1855.510949,28.34578501,0.002697378,4.153526652,1
