,Source,Sink,Label
2689506,672193,3264929,1
2690657,673776,2460770,1
2691051,673776,3743876,1
2691454,673813,1452574,1
2691530,673813,4710887,1
2691848,673824,1554261,1
2692020,673824,2477256,1
2692610,673946,2096537,1
2692985,673950,735772,1
2693705,673950,3522613,1
2693751,673950,3681628,1
2693756,673950,3692370,1
2693896,673950,4210399,1
2694013,673950,4657392,1
2694037,673950,4766604,1
2694569,675623,1838271,1
2694572,675623,1846762,1
2694958,675623,4293217,1
2695053,675763,1446740,1
2695216,676112,780562,1
2696354,677002,1453744,1
2696736,677002,2334583,1
2696935,677002,2770696,1
2696963,677002,2835541,1
2696980,677002,2882910,1
2698861,679540,199247,1
2698981,679540,264979,1
2699844,679540,791075,1
2700229,679540,1034814,1
2700456,679540,1157534,1
2702602,679540,2439199,1
2702604,679540,2440360,1
2702666,679540,2477373,1
2702824,679540,2567275,1
2703070,679540,2715487,1
2703133,679540,2751237,1
2703938,679540,3225636,1
2704191,679540,3395853,1
2704813,679540,3772734,1
2705109,679540,3952403,1
2706384,679540,4751911,1
2706550,679540,4849172,1
2707410,680015,126820,1
2707572,680015,200064,1
2707793,680015,314256,1
2708653,680015,761791,1
2708922,680015,905451,1
2709043,680015,982263,1
2709384,680015,1150938,1
2709810,680015,1384771,1
2709860,680015,1406849,1
2710413,680015,1699304,1
2710582,680015,1774445,1
2710645,680015,1812101,1
2711256,680015,2148315,1
2711451,680015,2253811,1
2711522,680015,2286158,1
2711750,680015,2396592,1
2711866,680015,2457562,1
2711924,680015,2484293,1
2712002,680015,2529661,1
2712939,680015,3004394,1
2714020,680015,3537308,1
2714106,680015,3579260,1
2714782,680015,3930937,1
2715989,680015,4532749,1
2717032,680080,2010563,1
2717905,680662,185877,1
2718016,680662,279567,1
2718439,680662,687900,1
2719182,680662,1374517,1
2719705,680662,1814207,1
2720196,680662,2263771,1
2720493,680662,2547866,1
2720579,680662,2631400,1
2721815,680662,3784916,1
2721950,680662,3902439,1
2722107,680662,4041222,1
2722127,680662,4056109,1
2722638,680662,4469200,1
2723292,680923,1780117,1
2724471,681618,419269,1
2726057,681618,1336335,1
2727868,681618,2305482,1
2728205,681618,2482606,1
2729468,681618,3210098,1
2729708,681618,3349470,1
2730319,681618,3693590,1
2730674,681618,3876992,1
2732432,681618,4830826,1
2732623,681623,2411966,1
2735079,686496,643425,1
2735104,686496,688953,1
2736058,686496,2495585,1
2737118,686496,4581942,1
2737370,686509,1071094,1
2737831,687024,871353,1
2738505,687144,2714994,1
2738665,687144,3689055,1
2743684,687713,455932,1
2744373,687713,529145,1
2745103,687713,604859,1
2745694,687713,664546,1
2746208,687713,714322,1
2747231,687713,816402,1
2748031,687713,898493,1
2748200,687713,914508,1
2750211,687713,1123976,1
2750825,687713,1186278,1
2750839,687713,1188087,1
2751465,687713,1250188,1
2751516,687713,1255098,1
2753737,687713,1482824,1
2754109,687713,1520630,1
2755414,687713,1655142,1
2756590,687713,1777444,1
2756835,687713,1803372,1
2759281,687713,2059351,1
2760471,687713,2183576,1
2761631,687713,2309950,1
2762020,687713,2348029,1
2763874,687713,2532817,1
2764799,687713,2627642,1
2765134,687713,2665428,1
2765282,687713,2680079,1
2765614,687713,2717045,1
2766832,687713,2843985,1
2766863,687713,2847552,1
2768560,687713,3020292,1
2768780,687713,3044630,1
2769083,687713,3074008,1
2769300,687713,3095437,1
2772560,687713,3437593,1
2773398,687713,3519948,1
2773575,687713,3537422,1
2774254,687713,3605875,1
2774445,687713,3625497,1
2776238,687713,3815922,1
2776738,687713,3873380,1
2777015,687713,3904888,1
2777021,687713,3905594,1
2777635,687713,3966795,1
2778894,687713,4086650,1
2780553,687713,4256161,1
2781131,687713,4313103,1
2782588,687713,4457821,1
2782754,687713,4473745,1
2783278,687713,4526831,1
2785164,687713,4727271,1
2785195,687713,4730422,1
2786264,687713,4846254,1
2786354,687713,4854996,1
2787150,688537,186414,1
2787231,688537,506205,1
2787340,688537,897888,1
2787956,688537,3126263,1
2790067,689077,1162608,1
2790492,689077,2908284,1
2791455,689519,1744232,1
2791785,689519,3011019,1
2792598,689751,2216612,1
2793339,690098,341783,1
2793536,690098,720211,1
2793830,690098,1255456,1
2793849,690098,1301137,1
2794092,690098,1783218,1
2795447,690098,4330391,1
2796171,690157,1055512,1
2796223,690157,1185502,1
2796230,690157,1195847,1
2796461,690157,1836740,1
2796870,690157,2889308,1
2797578,690157,4763357,1
2797829,690346,240597,1
2797941,690346,511085,1
2798007,690346,659880,1
2800053,691794,1340098,1
2800350,691794,3012320,1
2801071,694259,1949110,1
2801155,694702,2106424,1
2801407,695458,644301,1
2801879,695505,621057,1
2802336,695505,1537863,1
2803149,695505,2956197,1
2805640,695601,2227418,1
2807546,696076,3748374,1
2808282,696820,2645032,1
2809004,697165,1982564,1
2809721,697840,1393148,1
2809970,697840,4365291,1
2810658,698620,2104114,1
2810844,698620,2756180,1
2811100,698620,3605362,1
2812858,700722,1269260,1
2812926,700722,1885865,1
2813242,701411,282732,1
2815231,703912,1418016,1
2816419,703912,2566897,1
2816498,703912,2642260,1
2816837,703912,2959291,1
2816911,703912,3024775,1
2817103,703912,3210275,1
2817959,703912,4010837,1
2818187,703912,4207182,1
2818958,704312,2333880,1
2818961,704312,2563582,1
2819048,704535,4588087,1
2819772,705259,424194,1
2819926,705259,2568604,1
2820193,705538,829466,1
2820317,705538,1982703,1
2820438,705538,3185340,1
2820528,705538,3990020,1
2820796,705742,882690,1
2821453,705949,3971203,1
2821639,707130,1206254,1
2821696,707130,2290241,1
2822186,708118,794406,1
2822784,708290,148215,1
2822839,708290,199088,1
2823652,708290,852151,1
2823908,708290,1055530,1
2824151,708290,1250021,1
2824497,708290,1526692,1
2824833,708290,1787058,1
2825566,708290,2369015,1
2825813,708290,2565438,1
2826440,708290,3065924,1
2828351,708290,4683781,1
2828360,708290,4689692,1
2828594,708290,4861631,1
2829012,708440,226299,1
2829525,708440,496328,1
2830034,708440,761626,1
2830894,708440,1216334,1
2831133,708440,1343336,1
2831511,708440,1536618,1
2831544,708440,1548837,1
2833634,708440,2643442,1
2833877,708440,2768792,1
2834803,708440,3241868,1
2834870,708440,3276687,1
2834926,708440,3306245,1
2835235,708440,3466194,1
2835426,708440,3550470,1
2836819,708440,4284164,1
2838280,708543,2814116,1
2839231,709509,1659517,1
2839308,709509,1769696,1
2840106,709509,3154812,1
2840115,709509,3165696,1
2840293,709509,3501743,1
2841252,709709,658157,1
2842546,710313,998477,1
2843029,710313,4369222,1
2843304,711347,3033913,1
2843470,711442,430536,1
2843598,711442,1041789,1
2843658,711442,1336627,1
2844518,711824,233138,1
2845031,711824,1013236,1
2847144,711824,4329300,1
2847711,711936,597036,1
2848232,711936,4280135,1
2848961,712607,1799320,1
2849728,712607,3990887,1
2849995,712607,4701380,1
2850708,713414,233631,1
2850979,713416,177113,1
2851204,713416,765291,1
2851888,713416,2468851,1
2852036,713416,2801578,1
2852182,713416,3158128,1
2852287,713416,3428996,1
2852572,713416,4156291,1
2852916,713575,943791,1
2853937,713934,4210402,1
2854129,714063,1806499,1
2854244,714063,3983213,1
2854592,715025,2450802,1
2855090,716189,655018,1
2855211,716189,947936,1
2855290,716189,1167266,1
2855291,716189,1170903,1
2855328,716189,1255456,1
2856881,716846,1165611,1
2856944,716846,2230440,1
2857230,718355,749007,1
2858654,720088,4591055,1
2858696,720158,517644,1
2860430,723133,3312357,1
2860779,723447,4594751,1
2862498,724436,3099409,1
2862818,724436,3745128,1
2863321,724436,4621926,1
2863841,724650,2208404,1
2864830,725039,2056886,1
2865443,725039,4705750,1
2865491,725100,892137,1
2865942,725974,304983,1
2866560,725974,1588123,1
2867380,725974,3134398,1
2868715,726991,1043264,1
2868826,726991,2903117,1
2868886,726991,3841840,1
2870376,730177,2288568,1
2870671,730177,4038646,1
2870860,730950,298564,1
2871300,730950,2934549,1
2871719,731666,3544054,1
2872137,731671,1493706,1
2873089,731863,894223,1
2873239,731863,3248023,1
2873900,732256,2911253,1
2875016,732727,2817308,1
2875201,733639,179897,1
2875502,733639,567971,1
2876327,733639,1631242,1
2878653,733639,4648316,1
2878898,733737,802418,1
2878923,733737,1077381,1
2879685,734849,1873323,1
2879993,734849,3523373,1
2880171,734849,4309083,1
2880901,736867,3292695,1
2880924,736867,4761813,1
2881399,738648,187683,1
2881794,738648,881670,1
2882195,738648,1500090,1
2882244,738648,1570896,1
2882499,738648,1989958,1
2882699,738648,2341005,1
2882931,738648,2748516,1
2883060,738648,3017058,1
2883287,738648,3430940,1
2883304,738648,3452248,1
2883411,738648,3664040,1
2883623,738648,4027429,1
2883832,738648,4387421,1
2884283,740261,4743717,1
2885561,742766,3307145,1
2885698,742766,4337884,1
2887762,743837,2034315,1
2888055,743837,2604449,1
2889082,743837,4819857,1
2889364,744113,3525020,1
2889703,744427,1606747,1
2890582,744963,151497,1
2890959,744963,1971361,1
2891054,744963,2417452,1
2891096,744963,2672254,1
2891407,744963,4149597,1
2891750,745032,259936,1
2892005,745032,649773,1
2892216,745032,973809,1
2892357,745032,1232117,1
2892681,745032,1727042,1
2893121,745032,2340192,1
2893218,745032,2492402,1
2893614,745032,3088839,1
2893745,745032,3304795,1
2895897,745588,3590753,1
2896381,745911,4409880,1
2896428,746117,75720,1
2896869,746117,2939533,1
2897110,746117,4500304,1
2897354,746243,2170838,1
2898244,747739,197547,1
2898701,747739,1285006,1
2899083,747739,2294580,1
2899235,747739,2675436,1
2899335,747739,2906219,1
2900598,748019,130853,1
2900742,748019,171345,1
2900866,748019,207253,1
2901569,748019,382832,1
2901865,748019,452125,1
2902171,748019,540551,1
2902232,748019,556664,1
2902641,748019,663635,1
2903019,748019,765601,1
2903378,748019,859694,1
2903868,748019,991155,1
2904348,748019,1111669,1
2904718,748019,1205628,1
2904834,748019,1234060,1
2905021,748019,1277132,1
2905531,748019,1417602,1
2905705,748019,1466326,1
2906508,748019,1678647,1
2906963,748019,1796230,1
2907236,748019,1871174,1
2908026,748019,2075849,1
2908075,748019,2087225,1
2908285,748019,2140620,1
2908354,748019,2156265,1
2908417,748019,2171690,1
2909682,748019,2510955,1
2911460,748019,3002860,1
2911504,748019,3016786,1
2912400,748019,3251624,1
2912594,748019,3304105,1
2915126,748019,3963780,1
2915174,748019,3975159,1
2916528,748019,4326311,1
2916563,748019,4331874,1
2917697,748019,4624722,1
2918429,748019,4816992,1
2918886,748230,2999995,1
2919063,748230,4761846,1
2919208,748348,793281,1
2920159,748911,60625,1
2920945,749007,4855480,1
2921531,749364,4237599,1
2922539,750901,430791,1
2924142,750901,4423591,1
2924421,750999,3220070,1
2924944,751347,1556337,1
2925091,751347,2244314,1
2925361,751347,3539521,1
2925800,751729,525570,1
2926386,751729,3234099,1
2927464,752391,2148937,1
2928587,752551,1201348,1
2929333,752551,2241172,1
2929664,752551,2704741,1
2929886,752551,3051883,1
2929975,752551,3157432,1
2930279,752551,3551862,1
2930965,752551,4510301,1
2931181,752551,4812041,1
2931572,752618,301954,1
2931649,752618,372703,1
2931908,752618,583490,1
2931964,752618,617520,1
2932096,752618,721773,1
2932153,752618,775273,1
2932352,752618,927230,1
2932593,752618,1142656,1
2932618,752618,1165808,1
2933254,752618,1681642,1
2933671,752618,2025411,1
2934406,752618,2614873,1
2935042,752618,3138946,1
2935601,752618,3564082,1
2935614,752618,3575169,1
2936145,752618,4015601,1
2936517,752618,4333886,1
2936623,752618,4411870,1
2936686,752618,4471728,1
2937747,753701,286957,1
2939046,755739,75900,1
2939222,755739,89856,1
2940579,755739,202884,1
2940662,755739,209948,1
2941353,755739,264288,1
2941501,755739,278646,1
2941561,755739,284318,1
2941890,755739,315988,1
2941925,755739,319420,1
2942217,755739,345047,1
2942843,755739,397908,1
2944198,755739,506968,1
2944618,755739,544268,1
2944906,755739,571189,1
2945210,755739,599281,1
2945303,755739,606363,1
2945305,755739,606714,1
2946131,755739,680662,1
2946763,755739,737556,1
2947206,755739,777765,1
2948029,755739,844778,1
2948399,755739,874788,1
2948981,755739,926491,1
2949117,755739,937702,1
2949296,755739,953996,1
2949477,755739,969165,1
2949576,755739,977549,1
2949745,755739,992382,1
2949777,755739,995571,1
2950739,755739,1080516,1
2951271,755739,1125389,1
2951433,755739,1136949,1
2951693,755739,1160572,1
2952582,755739,1239084,1
2954051,755739,1359713,1
2954473,755739,1398426,1
2955071,755739,1449019,1
2955226,755739,1463488,1
2957094,755739,1617125,1
2957228,755739,1627288,1
2957284,755739,1631963,1
2957299,755739,1632869,1
2957426,755739,1643542,1
2957698,755739,1663141,1
2958697,755739,1748558,1
2958836,755739,1759459,1
2959770,755739,1832171,1
2960099,755739,1860134,1
2960120,755739,1861626,1
2960278,755739,1872978,1
2960288,755739,1873953,1
2960807,755739,1916665,1
2961653,755739,1988629,1
2962287,755739,2041622,1
2962436,755739,2054830,1
2962564,755739,2065550,1
2963112,755739,2114419,1
2963450,755739,2140881,1
2964652,755739,2242113,1
2964777,755739,2253720,1
2965478,755739,2311895,1
2966536,755739,2396797,1
2967141,755739,2444318,1
2967164,755739,2445791,1
2967618,755739,2483347,1
2968210,755739,2531088,1
2968820,755739,2582436,1
2968919,755739,2591874,1
2969081,755739,2605008,1
2970212,755739,2699338,1
2970354,755739,2711182,1
2970411,755739,2716047,1
2971247,755739,2785529,1
2972625,755739,2899103,1
2972869,755739,2919563,1
2972925,755739,2923919,1
2974106,755739,3024728,1
2974598,755739,3067218,1
2975475,755739,3137217,1
2975629,755739,3148269,1
2975748,755739,3156834,1
2976017,755739,3180042,1
2976418,755739,3212629,1
2976952,755739,3256082,1
2977384,755739,3291919,1
2977545,755739,3304650,1
2978049,755739,3348111,1
2979884,755739,3498659,1
2980229,755739,3524584,1
2980433,755739,3542363,1
2980449,755739,3543768,1
2980981,755739,3588417,1
2982034,755739,3676630,1
2982285,755739,3695693,1
2982392,755739,3704403,1
2982833,755739,3740256,1
2983356,755739,3786411,1
2983600,755739,3808040,1
2983805,755739,3826710,1
2984011,755739,3845354,1
2984801,755739,3911810,1
2985022,755739,3930245,1
2985786,755739,3996503,1
2986774,755739,4079920,1
2986884,755739,4088710,1
2987502,755739,4146288,1
2987590,755739,4154441,1
2988651,755739,4240221,1
2988698,755739,4243788,1
2990023,755739,4350051,1
2990184,755739,4363390,1
2990347,755739,4376039,1
2990763,755739,4412240,1
2990823,755739,4416624,1
2990931,755739,4425614,1
2992323,755739,4541335,1
2992772,755739,4579271,1
2993299,755739,4623366,1
2993633,755739,4654611,1
2994174,755739,4700093,1
2994609,755739,4734554,1
2994842,755739,4753283,1
2995824,755739,4832729,1
2996228,755941,1411280,1
2997361,757158,1315507,1
2997695,757158,3027913,1
2998074,757288,3130577,1
2999449,759119,3764177,1
3000592,761899,4212494,1
3001329,762948,2101143,1
3001360,762948,2520682,1
3001728,763217,1111107,1
3002061,763217,3474283,1
3003067,763998,900118,1
3003523,764877,910091,1
3004901,765601,33830,1
3005358,765601,58593,1
3005411,765601,61239,1
3005961,765601,88579,1
3006973,765601,137947,1
3007382,765601,157643,1
3008598,765601,218782,1
3008798,765601,228728,1
3008894,765601,233696,1
3009332,765601,253360,1
3009372,765601,255021,1
3009451,765601,258896,1
3009601,765601,266350,1
3009843,765601,278768,1
3009939,765601,284073,1
3010353,765601,303754,1
3010493,765601,309888,1
3011756,765601,371691,1
3011844,765601,376387,1
3012216,765601,394561,1
3012286,765601,397668,1
3015064,765601,528711,1
3015558,765601,553003,1
3015806,765601,564814,1
3016648,765601,605905,1
3016744,765601,610608,1
3016756,765601,611024,1
3017580,765601,652495,1
3017958,765601,670514,1
3018239,765601,685309,1
3018363,765601,690968,1
3018381,765601,691731,1
3018496,765601,698003,1
3018736,765601,710079,1
3019223,765601,733860,1
3019484,765601,745838,1
3019681,765601,754965,1
3020739,765601,807215,1
3021745,765601,855718,1
3022484,765601,892050,1
3022567,765601,896106,1
3023015,765601,918203,1
3023443,765601,937602,1
3023540,765601,942608,1
3024101,765601,970833,1
3024312,765601,980530,1
3024536,765601,991237,1
3026132,765601,1067768,1
3026680,765601,1094041,1
3027452,765601,1130581,1
3027543,765601,1134366,1
3028039,765601,1156547,1
3028137,765601,1162002,1
3029123,765601,1210873,1
3029344,765601,1221609,1
3030280,765601,1265567,1
3030863,765601,1293069,1
3031113,765601,1304928,1
3031588,765601,1327139,1
3031786,765601,1336159,1
3031830,765601,1337815,1
3032219,765601,1355060,1
3032566,765601,1371958,1
3032962,765601,1390884,1
3033014,765601,1393862,1
3033735,765601,1428442,1
3033744,765601,1428810,1
3034586,765601,1470636,1
3034868,765601,1484644,1
3035042,765601,1492044,1
3035161,765601,1498179,1
3035435,765601,1511114,1
3036592,765601,1568990,1
3036621,765601,1570590,1
3036758,765601,1576460,1
3037353,765601,1604209,1
3037736,765601,1620961,1
3037888,765601,1628057,1
3038008,765601,1632613,1
3038752,765601,1670428,1
3039242,765601,1692559,1
3039270,765601,1693739,1
3039588,765601,1710924,1
3040217,765601,1742086,1
3040293,765601,1746143,1
3041147,765601,1785477,1
3042661,765601,1859804,1
3043324,765601,1890404,1
3043738,765601,1910394,1
3044357,765601,1941351,1
3044379,765601,1943111,1
3044967,765601,1969536,1
3044991,765601,1970554,1
3045209,765601,1980825,1
3045341,765601,1987049,1
3045497,765601,1994210,1
3046209,765601,2027060,1
3046269,765601,2030362,1
3046587,765601,2046048,1
3046736,765601,2053242,1
3047676,765601,2097429,1
3048533,765601,2138200,1
3049195,765601,2168139,1
3049580,765601,2187827,1
3049748,765601,2194405,1
3050886,765601,2247341,1
3052384,765601,2323325,1
3053707,765601,2383125,1
3054312,765601,2412828,1
3054594,765601,2425773,1
3057599,765601,2572450,1
3058827,765601,2632172,1
3059435,765601,2659569,1
3060038,765601,2685392,1
3060550,765601,2710600,1
3061235,765601,2744690,1
3062124,765601,2785564,1
3062671,765601,2809782,1
3065412,765601,2942212,1
3066398,765601,2991295,1
3067027,765601,3022843,1
3068253,765601,3080564,1
3068271,765601,3081116,1
3068428,765601,3089089,1
3068688,765601,3101803,1
3068947,765601,3114322,1
3069207,765601,3127090,1
3069679,765601,3148178,1
3070090,765601,3167807,1
3070463,765601,3185496,1
3071145,765601,3217513,1
3071438,765601,3232033,1
3073225,765601,3317047,1
3073354,765601,3323389,1
3074319,765601,3369627,1
3074464,765601,3376985,1
3075792,765601,3439795,1
3076200,765601,3460153,1
3076386,765601,3468827,1
3077043,765601,3499666,1
3077135,765601,3503361,1
3077290,765601,3509648,1
3078455,765601,3567422,1
3078929,765601,3593315,1
3079498,765601,3621464,1
3079616,765601,3627602,1
3080474,765601,3667685,1
3080691,765601,3677083,1
3081426,765601,3712726,1
3082323,765601,3757668,1
3083350,765601,3806613,1
3083528,765601,3814661,1
3083584,765601,3816691,1
3083618,765601,3818563,1
3084430,765601,3859771,1
3084495,765601,3862681,1
3085000,765601,3886152,1
3085122,765601,3892315,1
3085139,765601,3893259,1
3085182,765601,3895146,1
3085231,765601,3897151,1
3086078,765601,3937828,1
3086242,765601,3946703,1
3086341,765601,3951529,1
3086506,765601,3959470,1
3087850,765601,4021487,1
3088635,765601,4056650,1
3088984,765601,4074905,1
3091225,765601,4182556,1
3091318,765601,4186963,1
3091586,765601,4199225,1
3092287,765601,4232875,1
3092718,765601,4253914,1
3092860,765601,4260457,1
3092893,765601,4261832,1
3093621,765601,4296570,1
3094089,765601,4319972,1
3094678,765601,4348032,1
3094801,765601,4353372,1
3094984,765601,4362949,1
3095052,765601,4365475,1
3096073,765601,4416349,1
3096684,765601,4444058,1
3096915,765601,4455533,1
3096985,765601,4458652,1
3097654,765601,4490101,1
3099251,765601,4564181,1
3100142,765601,4605646,1
3100977,765601,4647569,1
3101191,765601,4658625,1
3101940,765601,4694477,1
3102073,765601,4701037,1
3102336,765601,4713595,1
3102609,765601,4725355,1
3102942,765601,4740389,1
3103134,765601,4748880,1
3103218,765601,4752604,1
3104104,765601,4795110,1
3104823,765601,4828953,1
3104873,765601,4831256,1
3105267,765601,4848478,1
3105279,765601,4849158,1
3105479,765601,4859257,1
3105820,766318,1299609,1
3106619,767034,850502,1
3106654,767034,973258,1
3106718,767034,1185701,1
3107042,767034,2242087,1
3107720,767034,4391423,1
3107896,767330,2404411,1
3108393,767491,3773496,1
3108857,768209,663191,1
3110566,768957,862958,1
3111251,768957,1302172,1
3111277,768957,1319141,1
3111348,768957,1371313,1
3111770,768957,1631754,1
3113038,768957,2395231,1
3113579,768957,2711018,1
3114444,768957,3250985,1
3114562,768957,3311198,1
3114842,768957,3481448,1
3115942,768957,4163007,1
3116667,768957,4582644,1
3116701,768957,4597744,1
3116828,768957,4668405,1
3117145,768957,4861239,1
3117832,769117,4437990,1
3119154,771447,1615261,1
3120168,771985,2608479,1
3120200,771985,2710011,1
3121747,772996,1653483,1
3121883,772996,3563938,1
3122158,773052,1455007,1
3122435,773052,3611976,1
3122612,773052,4825805,1
3123803,773820,1825444,1
3124075,774122,1100501,1
3124799,774221,158360,1
3124917,774221,491780,1
3125378,774221,1729283,1
3126163,774221,3760769,1
3126970,775016,2465641,1
3127000,775016,2871627,1
3127209,775253,4163887,1
3128500,775349,4726377,1
3129436,775837,1150919,1
3130677,776209,1769163,1
3130712,776209,2660242,1
3132393,777257,3648589,1
3133120,779090,937635,1
3133533,779090,3330669,1
3133772,779090,4753266,1
3134418,779516,1491667,1
3135688,779516,4803116,1
3135924,779657,1250021,1
3136153,779657,2510833,1
3136804,780562,637704,1
3138014,780562,4397209,1
3138295,781042,3424187,1
3138464,781179,1639739,1
3138497,781179,2016159,1
3139076,781211,38124,1
3139249,781211,55525,1
3139539,781211,83117,1
3139790,781211,105531,1
3139936,781211,118913,1
3140043,781211,129238,1
3140237,781211,146211,1
3140869,781211,208452,1
3140921,781211,213725,1
3141993,781211,311669,1
3142035,781211,315254,1
3142050,781211,317712,1
3142708,781211,379377,1
3143042,781211,411247,1
3143648,781211,468721,1
3144035,781211,508206,1
3144575,781211,560475,1
3144910,781211,591067,1
3146309,781211,726892,1
3146553,781211,748555,1
3146890,781211,781066,1
3147283,781211,817943,1
3148005,781211,885099,1
3148609,781211,944370,1
3148768,781211,959932,1
3149050,781211,987996,1
3149277,781211,1008579,1
3150240,781211,1103102,1
3151126,781211,1189788,1
3151921,781211,1265212,1
3152071,781211,1279370,1
3152792,781211,1351146,1
3152924,781211,1363367,1
3152983,781211,1369650,1
3153029,781211,1374753,1
3153856,781211,1454729,1
3153968,781211,1464582,1
3154047,781211,1471685,1
3154168,781211,1482468,1
3154389,781211,1503057,1
3154480,781211,1512613,1
3154487,781211,1513079,1
3155122,781211,1572531,1
3155223,781211,1581740,1
3155405,781211,1598660,1
3155618,781211,1616840,1
3156525,781211,1698585,1
3156652,781211,1711876,1
3156789,781211,1724281,1
3157493,781211,1785601,1
3158755,781211,1898995,1
3159392,781211,1961537,1
3160008,781211,2021684,1
3160918,781211,2108788,1
3162684,781211,2274880,1
3163095,781211,2314464,1
3163468,781211,2350005,1
3163574,781211,2358188,1
3163708,781211,2370475,1
3163908,781211,2387044,1
3163987,781211,2395231,1
3164048,781211,2401472,1
3164106,781211,2407488,1
3164191,781211,2415615,1
3164961,781211,2487456,1
3165478,781211,2536227,1
3166154,781211,2602340,1
3166367,781211,2622251,1
3167447,781211,2722913,1
3167506,781211,2727684,1
3167585,781211,2735260,1
3167700,781211,2745728,1
3168248,781211,2796068,1
3168502,781211,2820084,1
3168849,781211,2849987,1
3168999,781211,2862465,1
3169702,781211,2929102,1
3170290,781211,2987200,1
3173356,781211,3259836,1
3174137,781211,3329285,1
3174507,781211,3368676,1
3174685,781211,3384920,1
3175289,781211,3440851,1
3177045,781211,3605774,1
3177809,781211,3672495,1
3177924,781211,3683572,1
3178201,781211,3711109,1
3178234,781211,3714053,1
3178496,781211,3737652,1
3179727,781211,3861294,1
3180714,781211,3963041,1
3181793,781211,4060547,1
3182802,781211,4157684,1
3183242,781211,4195837,1
3184168,781211,4278160,1
3184187,781211,4280140,1
3185070,781211,4359303,1
3185617,781211,4407604,1
3185763,781211,4422295,1
3185926,781211,4436950,1
3186257,781211,4465684,1
3186786,781211,4514103,1
3186810,781211,4515775,1
3187410,781211,4574330,1
3187517,781211,4584615,1
3187565,781211,4589999,1
3187633,781211,4596717,1
3188320,781211,4667057,1
3188464,781211,4680575,1
3188885,781211,4723240,1
3189401,781211,4771078,1
3189717,781211,4799472,1
3189823,781211,4809112,1
3189844,781211,4810766,1
3190290,781211,4852757,1
3191382,782341,1465875,1
3192193,782368,2499549,1
3192380,782368,3252918,1
3192931,782912,126762,1
3193913,785590,742943,1
3193920,785590,760270,1
3194471,785590,3090084,1
3194635,785590,3651179,1
3194921,785950,73491,1
3196284,787416,314259,1
3198376,787416,1302647,1
3198811,787416,1502641,1
3198913,787416,1552608,1
3200759,787416,2451455,1
3200811,787416,2483208,1
3201214,787416,2691302,1
3203817,787416,4027669,1
3204298,787416,4260790,1
3204356,787416,4289469,1
3204986,787416,4591209,1
3205983,789124,307324,1
3206380,789124,3939492,1
3207024,790270,522512,1
3207104,790270,3306812,1
3207269,790295,2813156,1
3207342,790295,4553225,1
3207868,790848,963632,1
3209009,791133,607449,1
3209826,791133,1809926,1
3209942,791133,2019944,1
3210098,791133,2258082,1
3210482,791133,2814482,1
3211279,791133,4077562,1
3211435,791133,4337775,1
3211520,791133,4452650,1
3211598,791133,4592122,1
3212010,791626,2312349,1
3212498,791851,2399408,1
3212636,791866,151400,1
3213324,792037,40220,1
3213553,792037,105213,1
3215302,792037,605191,1
3215674,792037,717304,1
3216776,792037,1041083,1
3218203,792037,1467874,1
3219272,792037,1791689,1
3220338,792037,2097598,1
3220757,792037,2221208,1
3220875,792037,2253874,1
3221023,792037,2301074,1
3221858,792037,2559081,1
3225865,792037,3764177,1
3225943,792037,3788631,1
3229586,792037,4858457,1
3230355,793511,55582,1
3230626,793511,375217,1
3230882,793511,720211,1
3231536,793511,1539837,1
3231814,793511,1896736,1
3232766,793511,3087071,1
3233236,793511,3710463,1
3234692,795457,59677,1
3234857,795811,704605,1
3235044,796130,293496,1
3235536,796130,1942188,1
3235572,796130,2065683,1
3235779,796130,2715859,1
3235875,796130,3027374,1
3236232,796130,4261281,1
3236292,796130,4473295,1
3236711,796464,2184341,1
3237180,796485,1810476,1
3237246,796485,2332307,1
3237851,796701,2024007,1
3239131,797068,4309610,1
3239764,798147,3480602,1
3239880,800218,89757,1
3240287,800218,1297895,1
3241276,800218,4043703,1
3241327,800218,4193809,1
3241833,800280,4682023,1
3242401,801000,2045762,1
3242735,801000,4719882,1
3243128,802229,67226,1
3245194,802229,3275380,1
3245728,802229,4125838,1
3245843,802229,4304044,1
3246617,804611,821331,1
3247219,805160,2674993,1
3248172,805258,452761,1
3249493,805258,2631800,1
3249674,805258,2916409,1
3250097,805258,3638272,1
3250529,805258,4371006,1
3250936,805360,4962,1
3252313,805360,60587,1
3252641,805360,73233,1
3252758,805360,78035,1
3252892,805360,83992,1
3253480,805360,106986,1
3253527,805360,108872,1
3255162,805360,175403,1
3255285,805360,180908,1
3255829,805360,203484,1
3256391,805360,226782,1
3256922,805360,248366,1
3256990,805360,251106,1
3257338,805360,265855,1
3259147,805360,342683,1
3259197,805360,344793,1
3259820,805360,369171,1
3259898,805360,372540,1
3259974,805360,375431,1
3260219,805360,385715,1
3260897,805360,412366,1
3261637,805360,441364,1
3261657,805360,442329,1
3261808,805360,449739,1
3261937,805360,454921,1
3261954,805360,455703,1
3262156,805360,463827,1
3262347,805360,471443,1
3263159,805360,505359,1
3263809,805360,531123,1
3264151,805360,544816,1
3264766,805360,571147,1
3265818,805360,610825,1
3266866,805360,653520,1
3267760,805360,690157,1
3268082,805360,704493,1
3269084,805360,747143,1
3269629,805360,771421,1
3270035,805360,788834,1
3270622,805360,813461,1
